ID,COUNTRY_CODE,COUNTRY,YEAR,CH4__INDEX_1990,CH4__INDEX_2000,CH4__TOTAL,CO2__INDEX_1990,CO2__INDEX_2000,CO2__TOTAL,GHG__AFOLU,GHG__AGR,GHG__AGR_P,GHG__ENER,GHG__ENER_CO2,GHG__ENER_CO2_P,GHG__ENER_FU,GHG__ENER_FU_P,GHG__ENER_IND,GHG__ENER_IND_P,GHG__ENER_MANUF,GHG__ENER_MANUF_P,GHG__ENER_OSECT,GHG__ENER_OSECT_P,GHG__ENER_OTH,GHG__ENER_OTH_P,GHG__ENER_P,GHG__ENER_TRANS,GHG__ENER_TRANS_P,GHG__GHG_CAP,GHG__GHG_GDP,GHG__INDEX_1990,GHG__INDEX_2000,GHG__IND_PROC,GHG__IND_PROC_P,GHG__LULUCF,GHG__OTH,GHG__OTH_P,GHG__TOTAL,GHG__TOTAL_LULU,GHG__WAS,GHG__WAS_P,HFC_PFC__INDEX_1990,HFC_PFC__INDEX_2000,HFC_PFC__TOTAL,HFC__INDEX_1990,HFC__INDEX_2000,HFC__TOTAL,N2O__INDEX_1990,N2O__INDEX_2000,N2O__TOTAL,NF3__INDEX_1990,NF3__INDEX_2000,NF3__TOTAL,PFC__INDEX_1990,PFC__INDEX_2000,PFC__TOTAL,SF6__INDEX_1990,SF6__INDEX_2000,SF6__TOTAL
ARG_1990,ARG,Argentina,1990,100.0,90.732,79891495.0,100.0,68.402,100932724.0,,105060830.0,47.703,97725318.0,,,,,,,,,,,,,44.372,,,6729.0,550.0,100.0,78.571,9540842.0,4.332,67690378.0,,,220240771.0,287931149.0,7913782.0,3.593,,,,,,0.0,100.0,85.311,37852886.0,,,,100.0,479.698,1562949.0,100.0,66.667,717.0
ARG_1991,ARG,Argentina,1991,101.7,92.274,81249739.0,108.751,74.387,109765393.0,,106285160.0,46.128,107550276.0,,,,,,,,,,,,,46.677,,,6941.0,590.0,104.619,82.2,8378334.999999999,3.636,68967490.0,,,230413756.0,299381247.0,8199985.000000001,3.559,,,,,,0.0,101.341,86.455,38360335.0,,,,66.386,318.45,1037573.0000000001,100.0,66.667,717.0
ARG_1992,ARG,Argentina,1992,103.276,93.704,82508600.0,111.271,76.111,112308399.0,,107124924.0,45.756,110264802.0,,,,,,,,,,,,,47.097,,,6957.0,535.0,106.303,83.523,8303303.0,3.547,70244603.0,,,234122379.0,304366981.0,8429350.0,3.6,,,,,,0.0,101.301,86.421,38345344.0,,,,61.384,294.46,959407.0,87.65,58.434,628.0
ARG_1993,ARG,Argentina,1993,105.183,95.434,84032371.0,113.462,77.61,114520671.0,,109493540.0,45.706,112397373.0,,,,,,,,,,,,,46.918,,,7023.0,492.0,108.772,85.463,8912404.0,3.72,71521715.0,,,239560142.0,311081857.0,8756825.0,3.655,,,,,,0.0,105.511,90.013,39939083.0,,,,68.289,327.58,1067318.0,97.509,65.006,699.0
ARG_1994,ARG,Argentina,1994,103.59,93.989,82759523.0,119.21,81.541,120321610.0,,107691290.0,44.208,117142573.0,,,,,,,,,,,,,48.088,,,7049.0,474.0,110.606,86.904,9721201.0,3.991,72792827.0,,,243598693.0,316391520.0,9043629.0,3.713,,,,,,0.0,105.686,90.162,40005169.0,,,,32.741,157.057,511722.0,93.333,62.222,669.0
ARG_1995,ARG,Argentina,1995,102.913,93.375,82218785.0,121.34,82.998,122471459.0,,105635342.0,43.205,120062465.0,,,,,,,,,,,,,49.105,,,6987.0,450.0,111.015,87.225,9328908.0,3.816,75437827.0,,,244499373.0,319937200.0,9472659.0,3.874,,,,,,0.0,103.844,88.591,39308090.0,,,,32.011,153.554,500308.0,101.815,67.877,730.0
ARG_1996,ARG,Argentina,1996,102.499,92.999,81887924.0,131.644,90.046,132871603.99999999,,106528958.0,41.538,130263551.0,,,,,,,,,,,,,50.792,,,7241.0,486.0,116.447,91.493,9836968.0,3.836,78082827.0,,,256463932.0,334546759.0,9834455.0,3.835,,,,,,0.0,108.85,92.861,41202880.0,,,,32.042,153.703,500793.0,101.914,67.942,731.0
ARG_1997,ARG,Argentina,1997,100.242,90.951,80084465.0,135.979,93.011,137246816.0,,103297306.0,39.991,133973552.0,,,,,,,,,,,,,51.867,,,7208.0,464.0,117.282,92.15,10826800.0,4.192,97484993.0,,,258303620.0,355788613.0,10205962.0,3.951,,,,,,0.0,107.007,91.288,40505106.0,,,,29.845,143.168,466468.0,106.667,71.111,765.0
ARG_1998,ARG,Argentina,1998,100.781,91.44,80515301.0,140.561,96.146,141872342.0,,102827565.0,39.139,138994626.0,,,,,,,,,,,,,52.905,,,7249.0,438.0,119.29,93.727,10418140.0,3.965,90102993.0,,,262725063.00000003,352828056.0,10484732.0,3.991,,,,,,0.0,105.64,90.123,39987878.0,,,,22.315,107.046,348777.0,106.657,71.105,765.0
ARG_1999,ARG,Argentina,1999,100.364,91.062,80182229.0,141.814,97.003,143136260.0,,102818201.0,38.852,140861600.0,,,,,,,,,,,,,53.228,,,7221.0,425.0,120.158,94.409,10039092.0,3.794,82720993.0,,,264637841.0,347358834.0,10918948.0,4.126,,,,,,0.0,108.132,92.248,40931019.0,,,,24.792,118.926,387483.0,118.493,78.995,850.0
ARG_2000,ARG,Argentina,2000,110.215,100.0,88052629.0,146.195,100.0,147559007.0,,113610113.0,40.53,144647603.0,,,,,,,,,,,,,51.603,,,7564.0,466.0,127.274,100.0,10885594.0,3.883,68865619.0,,,280308986.0,349174605.0,11165676.0,3.983,,,,,,0.0,117.218,100.0,44370456.0,,,,20.846,100.0,325819.0,150.0,100.0,1076.0
ARG_2001,ARG,Argentina,2001,115.203,104.525,92037191.0,135.793,92.885,137059771.0,,120202475.0,43.41,134416009.0,,,,,,,,,,,,,48.543,,,7390.0,464.0,125.727,98.785,10576842.0,3.82,72435300.0,,,276902595.0,349337895.0,11707270.0,4.228,,,,,,0.0,125.747,107.276,47598742.0,,,,13.173,63.193,205895.0,138.875,92.583,996.0
ARG_2002,ARG,Argentina,2002,116.225,105.453,92853824.0,129.379,88.497,130585316.0,,119121007.0,44.231,126990216.0,,,,,,,,,,,,,47.153,,,7108.0,473.0,122.282,96.078,11208316.0,4.162,76004980.0,,,269315644.0,345320625.0,11996105.0,4.454,,,,,,0.0,120.585,102.872,45644977.0,,,,14.744,70.726,230438.0,152.083,101.388,1090.0
ARG_2003,ARG,Argentina,2003,123.677,112.214,98807439.0,137.607,94.125,138890166.0,,127032851.0,44.358,134679639.0,,,,,,,,,,,,,47.028,,,7475.0,569.0,130.031,102.166,12198877.0,4.26,79574661.0,,,286381632.0,365956293.0,12470264.0,4.354,,,,,,0.0,128.292,109.447,48562326.0,,,,7.716,37.013,120595.0,154.147,102.765,1105.0
ARG_2004,ARG,Argentina,2004,122.252,110.921,97668723.0,150.722,103.097,152128317.0,,124918774.0,41.896,147202480.0,,,,,,,,,,,,,49.369,,,7699.0,545.0,135.382,106.371,13146015.0,4.409,83144342.0,,,298167359.0,381311701.0,12900090.0,4.326,,,,,,0.0,127.481,108.755,48255286.0,,,,7.289,34.967,113929.0,153.927,102.618,1104.0
ARG_2005,ARG,Argentina,2005,124.091,112.59,99138201.0,158.072,108.124,159546615.0,,126098814.0,41.009,153583989.0,,,,,,,,,,,,,49.947,,,7855.0,517.0,139.617,109.698,14491425.0,4.713,86714022.0,,,307492666.0,394206689.0,13318439.0,4.331,,,,,,165204.0,128.203,109.371,48528349.0,,,,7.243,34.744,113202.0,152.944,101.963,1097.0
ARG_2006,ARG,Argentina,2006,126.068,114.383,100717212.0,168.302,115.121,169871805.0,,129366417.0,40.243,163284935.0,,,,,,,,,,,,,50.794,,,8125.999999999999,500.0,145.959,114.681,15127064.0,4.706,90283703.0,,,321462033.0,411745736.0,13683617.0,4.257,,,,,,95472.0,133.84,114.181,50662483.0,,,,7.291,34.976,113957.0,153.965,102.643,1104.0
ARG_2007,ARG,Argentina,2007,126.17,114.476,100799193.0,181.504,124.152,183197355.0,,130050699.0,38.722,176271153.0,,,,,,,,,,,,,52.484,,,8403.0,479.0,152.494,119.816,15764482.0,4.694,93853384.0,,,335854126.0,429707510.0,13767791.0,4.099,,,,,,382824.0,135.665,115.738,51353292.0,,,,7.697,36.921,120297.0,162.53,108.353,1165.0
ARG_2008,ARG,Argentina,2008,123.27,111.845,98482339.0,184.375,126.115,186094613.0,,123143712.0,37.114,179889682.0,,,,,,,,,,,,,54.216,,,8217.0,455.0,150.654,118.37,15117246.0,4.556,97423064.0,,,331802165.0,429225229.0,13651526.0,4.114,,,,,,85970.0,124.091,105.863,46971840.0,,,,10.608,50.886,165798.0,224.005,149.337,1606.0
ARG_2009,ARG,Argentina,2009,118.742,107.736,94864364.0,178.204,121.894,179865907.0,,120790099.0,37.448,175596489.0,,,,,,,,,,,,,54.439,,,7906.0,470.0,146.455,115.071,12766635.0,3.958,100992745.0,,,322554230.0,423546975.0,13401007.0,4.155,,,,,,18608.0,125.831,107.348,47630819.0,,,,11.06,53.053,172857.0,233.543,155.695,1675.0
ARG_2010,ARG,Argentina,2010,90.855,82.435,72585760.0,187.111,127.987,188856437.0,,89875926.0,29.889,182101564.0,,,,,,,,,,,,,60.56,,,7294.0,398.0,136.53,107.273,15038688.0,5.001,104709926.0,,,300695190.0,405405116.0,13679012.0,4.549,,,,,,128217.99999999999,102.894,87.78,38948189.0,,,,11.19,53.678,174892.0,236.292,157.528,1694.0
ARG_2011,ARG,Argentina,2011,92.246,83.697,73697072.0,196.622,134.493,198455959.0,,89672038.0,28.897,190651135.0,,,,,,,,,,,,,61.438,,,7449.0,387.0,140.898,110.704,16209160.0,5.223,83120176.0,,,310314526.0,393434701.0,13782193.0,4.441,,,,,,139866.0,99.981,85.295,37845763.0,,,,11.144,53.459,174178.0,235.328,156.885,1687.0
ARG_2012,ARG,Argentina,2012,94.678,85.903,75639646.0,194.867,133.292,196684472.0,,91915937.0,29.586,189624011.0,,,,,,,,,,,,,61.037,,,7380.0,392.0,141.059,110.831,15384330.0,4.952,61530425.0,,,310670242.0,372200667.0,13745964.0,4.425,,,,,,177643.0,100.407,85.658,38006939.0,,,,10.222,49.035,159765.0,247.883,165.255,1777.0
ARG_2013,ARG,Argentina,2013,96.167,87.254,76829625.0,199.669,136.577,201531775.0,,97196495.0,30.278,193650254.0,,,,,,,,,,,,,60.325,,,7546.0,395.0,145.755,114.521,16378753.0,5.102,56812179.0,,,321011892.0,377824071.0,13786390.0,4.295,,,,,,523246.99999999994,110.86,94.576,41963805.0,,,,10.342,49.611,161641.0,250.794,167.196,1798.0
ARG_2014,ARG,Argentina,2014,97.678,88.625,78036572.0,199.126,136.206,200983616.0,,98599631.0,30.568,193477196.0,,,,,,,,,,,,,59.983,,,7504.0,407.0,146.455,115.071,16578472.000000002,5.14,45740634.0,,,322554612.0,368295246.0,13899313.0,4.309,,,,,,613176.0,112.963,96.37,42759706.0,,,,10.222,49.035,159765.0,247.883,165.255,1777.0
ARG_2015,ARG,Argentina,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARG_2016,ARG,Argentina,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARG_2017,ARG,Argentina,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARG_2018,ARG,Argentina,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUS_1990,AUS,Australia,1990,100.0,106.584,124383179.0,100.0,79.506,278424660.0,,84780347.0,19.948,294160598.0,,,37382881.0,8.796,143099584.0,33.671,36256187.0,8.531,15604402.0,3.672,422987.0,0.1,69.215,61394558.0,14.446,25058.0,866.0,100.0,86.845,26031428.0,6.125,192652628.0,,,424998381.0,617651009.0,20026008.0,4.712,,,,100.0,88.273,1424684.0,100.0,82.3,15938285.0,,,,100.0,357.948,4607013.0,100.0,103.829,220560.0
AUS_1991,AUS,Australia,1991,99.94,106.521,124308869.0,100.52,79.919,279872660.0,,84005621.0,19.719,296723698.0,,,37590533.0,8.824,146325396.0,34.347,35791435.0,8.401,15770107.0,3.702,446461.0,0.105,69.651,60799765.0,14.272,24784.0,864.0,100.239,87.053,25281050.0,5.934,174152407.0,,,426015210.0,600167617.0,20004842.0,4.696,,,,100.0,88.273,1424684.0,97.62,80.341,15558912.0,,,,100.081,358.238,4610743.0,108.516,112.67,239342.0
AUS_1992,AUS,Australia,1992,99.484,106.035,123741408.0,102.33,81.358,284912438.0,,81258322.0,18.888,303302861.0,,,39782951.0,9.247,149649859.0,34.785,35344091.0,8.215,16215672.0,3.769,497858.0,0.116,70.5,61812430.0,14.368,24722.0,839.0,101.228,87.912,25901143.0,6.02,111436684.0,,,430216380.0,541653064.0,19754054.0,4.592,,,,93.578,82.604,1333184.0,96.422,79.355,15367956.0,,,,99.919,357.658,4603283.0,117.026,121.506,258112.00000000003
AUS_1993,AUS,Australia,1993,96.571,102.93,120117915.0,103.883,82.593,289235186.0,,79273428.0,18.409,306132737.0,,,38220638.0,8.876,151415807.0,35.163,35927048.0,8.343,16671072.0,3.871,504367.0,0.117,71.092,63393805.0,14.722,24462.0,807.0,101.321,87.993,25612920.0,5.948,93185529.0,,,430612556.0,523798085.0,19593470.0,4.55,,,,128.441,113.378,1829872.0,99.366,81.777,15837186.0,,,,71.967,257.604,3315528.0,125.53,130.336,276869.0
AUS_1994,AUS,Australia,1994,93.931,100.116,116834942.0,105.599,83.957,294014961.0,,79386797.0,18.434,306816102.0,,,35835398.0,8.321,152237519.0,35.35,36718485.0,8.526,16540265.0,3.841,563822.0,0.131,71.244,64920612.0,15.075,24196.0,777.0,101.331,88.001,25548781.0,5.933,82739519.0,,,430653332.0,513392852.0,18901653.0,4.389,,,,72.11,63.654,1027344.0,102.37,84.25,16316051.0,,,,46.981,168.168,2164429.0,134.026,139.157,295606.0
AUS_1995,AUS,Australia,1995,92.583,98.68,115158282.0,109.692,87.211,305410167.0,,75937598.0,17.298,319010957.0,,,37163354.0,8.465,158063563.0,36.005,37662470.0,8.579,17156228.0,3.908,696507.0,0.159,72.667,68268835.0,15.551,24399.0,763.0,103.296,89.707,25201911.0,5.741,58937213.0,,,439004901.0,497942114.0,18854435.0,4.295,,,,70.474,62.209,1004032.0,97.786,80.477,15585369.0,,,,33.228,118.94,1530836.0,143.369,148.858,316215.0
AUS_1996,AUS,Australia,1996,92.742,98.849,115355759.0,112.189,89.196,312361586.0,,78125058.0,17.49,326382150.0,,,37603998.0,8.419,162661869.0,36.416,37695843.0,8.439,17486125.0,3.915,781886.0,0.175,73.068,70152429.0,15.705,24557.0,747.0,105.102,91.276,24939141.0,5.583,60220058.0,,,446681850.0,506901907.0,17235501.0,3.859,,,,29.071,25.662,414171.0,105.726,87.012,16850841.0,,,,30.614,109.583,1410395.0,131.075,136.093,289098.0
AUS_1997,AUS,Australia,1997,95.028,101.285,118199041.0,115.218,91.605,320795086.0,,79349950.0,17.294,337428475.0,,,40350060.0,8.794,169332619.0,36.904,37790755.0,8.236,17677445.0,3.853,821253.0,0.179,73.539,71456343.0,15.573,24954.0,733.0,107.963,93.761,25095526.0,5.469,53327545.0,,,458841602.0,512169147.0,16967651.0,3.698,,,,49.501,43.696,705228.0,110.723,91.124,17647323.0,,,,26.658,95.423,1228151.0,120.953,125.584,266773.0
AUS_1998,AUS,Australia,1998,94.188,100.389,117153718.0,120.206,95.571,334684518.0,,79283651.0,16.775,350826956.0,,,40724286.0,8.617,181993334.0,38.507,37893708.0,8.018,17853945.0,3.778,708900.0,0.15,74.229,71652783.0,15.16,25428.0,719.0,111.207,96.578,26373536.0,5.58,33704524.0,,,472629669.0,506334194.0,16145527.0,3.416,,,,70.071,61.854,998290.0,112.261,92.39,17892418.0,,,,36.043,129.016,1660519.0,108.908,113.078,240207.0
AUS_1999,AUS,Australia,1999,90.867,96.85,113023535.0,123.575,98.249,344063766.0,,79367965.0,16.597,355754672.0,,,37438300.0,7.829,189175483.0,39.56,38145394.0,7.977,17837279.0,3.73,632602.0,0.132,74.395,72525614.0,15.166,25452.0,700.0,112.518,97.717,26842561.0,5.613,45190984.0,,,478199841.0,523390825.0,16234643.0,3.395,,,,96.48,85.166,1374540.0,115.368,94.947,18387652.0,,,,24.724,88.501,1139059.0,95.797,99.464,211289.0
AUS_2000,AUS,Australia,2000,93.822,100.0,116699185.0,125.777,100.0,350195024.0,,82534721.0,16.865,364493622.0,,,40396762.0,8.255,192159281.0,39.266,38952217.0,7.96,18222848.0,3.724,634932.0,0.13,74.482,74127582.0,15.147,25768.0,703.0,115.147,100.0,26683682.0,5.453,56003118.0,,,489373842.0,545376960.0,15661817.0,3.2,,,,113.285,100.0,1613953.0,121.507,100.0,19366191.0,,,,27.937,100.0,1287062.0,96.313,100.0,212427.0
AUS_2001,AUS,Australia,2001,92.697,98.8,115299175.0,128.462,102.134,357669183.0,,81546537.0,16.408,371692007.0,,,40018647.0,8.052,199435623.0,40.129,38450771.0,7.737,19055644.0,3.834,638919.0,0.129,74.79,74092405.0,14.908,25892.0,686.0,116.937,101.555,27870146.0,5.608,78965377.0,,,496982310.0,575947687.0,15873620.0,3.194,,,,161.938,142.948,2307108.0,123.515,101.652,19686166.0,,,,39.112,140.0,1801882.0,99.2,102.998,218796.0
AUS_2002,AUS,Australia,2002,91.256,97.265,113507386.0,130.092,103.431,362209546.0,,81434985.0,16.261,374821194.0,,,38693530.0,7.726,201652522.0,40.265,39129012.0,7.813,19131493.0,3.82,590787.0,0.118,74.843,75623850.0,15.1,25813.0,672.0,117.838,102.336,28563499.0,5.703,66584676.99999999,,,500807889.0,567392566.0,15988211.0,3.192,,,,205.372,181.288,2925898.0,126.816,104.369,20212340.0,,,,37.5,134.23,1727623.0,102.056,105.964,225095.0
AUS_2003,AUS,Australia,2003,86.88,92.6,108063873.0,132.792,105.577,369726018.0,,75926216.0,15.116,380298143.0,,,37258056.0,7.417,205016469.0,40.815,39623672.0,7.888,19734660.0,3.929,560705.0,0.112,75.711,78104581.0,15.549,25596.0,648.0,118.189,102.642,31167480.0,6.205,80422576.0,,,502301775.0,582724352.0,14909936.0,2.968,,,,251.206,221.747,3578897.0,119.335,98.212,19019889.0,,,,36.553,130.839,1683985.0,103.879,107.856,229114.0
AUS_2004,AUS,Australia,2004,88.598,94.431,110200455.0,137.633,109.426,383205122.0,,79425597.0,15.265,393747525.0,,,37704896.0,7.247,214117797.0,41.152,40503708.0,7.784,19662458.0,3.779,582909.0,0.112,75.675,81175757.0,15.601,26173.0,650.0,122.428,106.323,32622558.0,6.27,66360505.99999999,,,520315182.0,586675688.0,14519502.0,2.791,,,,299.515,264.39,4267137.0,129.863,106.877,20697955.0,,,,37.201,133.16,1713849.0,104.581,108.585,230665.0
AUS_2005,AUS,Australia,2005,89.971,95.895,111908876.0,138.822,110.371,386513454.0,,80056082.0,15.214,399886363.0,,,38930471.0,7.398,216461868.0,41.136,41584242.0,7.903,20076927.0,3.815,623325.0,0.118,75.994,82209530.0,15.623,26078.0,640.0,123.814,107.527,31875598.0,6.058,91008633.0,,,526206973.0,617215606.0,14388930.0,2.734,,,,351.149,309.969,5002762.0,130.465,107.372,20793963.0,,,,38.891,139.209,1791701.0,88.963,92.369,196216.0
AUS_2006,AUS,Australia,2006,89.517,95.411,111344131.0,141.037,112.132,392680646.0,,78547342.0,14.798,406112132.0,,,40110166.0,7.557,220963939.0,41.629,40647579.0,7.658,20233664.0,3.812,654975.0,0.123,76.511,83501809.0,15.732,25859.0,622.0,124.892,108.463,31951484.0,6.02,84063503.0,,,530787988.0,614851491.0,14177029.0,2.671,,,,362.656,320.127,5166706.0,130.023,107.008,20723376.0,,,,14.913,53.382,687060.0,84.362,87.592,186069.0
AUS_2007,AUS,Australia,2007,89.293,95.172,111065157.0,143.609,114.177,399842461.0,,74650888.0,13.904,413510768.0,,,42203177.0,7.861,224025960.0,41.727,40926552.0,7.623,20072377.0,3.739,827654.0,0.154,77.02,85455048.0,15.917,25668.0,607.0,126.327,109.709,34210646.0,6.372,97714699.0,,,536888602.0,634603301.0,14516300.0,2.704,,,,425.792,375.859,6066186.0,120.195,98.92,19156994.0,,,,12.648,45.272,582677.0,79.401,82.441,175128.0
AUS_2008,AUS,Australia,2008,87.917,93.706,109353593.0,145.252,115.483,404417407.0,,72145689.0,13.344,419107329.0,,,42489175.0,7.859,225794988.0,41.762,43037338.0,7.96,20421537.0,3.777,847398.0,0.157,77.516,86516893.0,16.002,25345.0,599.0,127.217,110.482,34424156.0,6.367,82687947.0,,,540669000.0,623356948.0,14991826.0,2.773,,,,481.438,424.979,6858964.0,121.915,100.336,19431196.0,,,,9.649,34.537,444517.0,74.05,76.885,163325.0
AUS_2009,AUS,Australia,2009,87.141,92.879,108388536.0,146.346,116.353,407463328.0,,72468524.0,13.314,424132298.0,,,42427956.0,7.795,232370060.0,42.693,40545819.0,7.449,20596653.0,3.784,834382.0,0.153,77.925,87357429.0,16.05,25024.0,591.0,128.068,111.221,32781917.999999996,6.023,71906057.0,,,544285462.0,616191519.0,14902723.0,2.738,,,,569.184,502.435,8109073.0,124.348,102.338,19818980.0,,,,7.783,27.858,358552.0,66.645,69.197,146993.0
AUS_2010,AUS,Australia,2010,85.429,91.054,106258986.0,145.642,115.793,405502799.0,,70140861.0,12.975,419501839.0,,,42676916.0,7.895,226451679.0,41.891,39742041.0,7.352,20930858.0,3.872,889299.0,0.165,77.603,88811047.0,16.429,24400.0,573.0,127.194,110.462,35707167.0,6.605,52966144.0,,,540571410.0,593537553.0,15221543.0,2.816,,,,608.711,537.327,8672212.0,123.673,101.782,19711354.0,,,,6.15,22.013,283315.0,64.719,67.197,142744.0
AUS_2011,AUS,Australia,2011,87.053,92.785,108278926.0,145.164,115.414,404172757.0,,74728115.0,13.774,416960056.0,,,41847449.0,7.714,220522516.0,40.648,40918850.0,7.542,21346482.0,3.935,898710.0,0.166,76.857,91426049.0,16.852,24071.0,554.0,127.65,110.858,36242143.0,6.68,30517002.0,,,542511918.0,573028919.0,14581605.0,2.688,,,,641.533,566.3,9139821.0,128.485,105.743,20478323.0,,,,6.54,23.41,301305.0,63.831,66.275,140786.0
AUS_2012,AUS,Australia,2012,86.754,92.466,107907073.0,146.002,116.08,406506242.0,,76173564.0,13.984,422073734.0,,,42260739.0,7.758,222276409.0,40.805,42912914.0,7.878,21791496.0,4.0,872234.0,0.16,77.483,91959942.0,16.882,23783.0,542.0,128.173,111.312,33402121.0,6.132,10600595.0,,,544732756.0,555333351.0,13083337.0,2.402,,,,635.641,561.099,9055869.0,130.636,107.513,20821194.0,,,,6.401,22.911,294883.0,66.873,69.434,147496.0
AUS_2013,AUS,Australia,2013,86.2,91.876,107218469.0,142.927,113.635,397943179.0,,76369138.0,14.274,414672174.0,,,42384054.0,7.922,210976235.0,39.434,46016407.0,8.601,22215291.0,4.152,911821.0,0.17,77.508,92168366.0,17.228,23006.0,519.0,125.884,109.325,31495760.0,5.887,5621188.0,,,535006814.0,540628001.0,12469741.0,2.331,,,,692.063,610.904,9859713.0,123.298,101.474,19651621.0,,,,4.168,14.918,192001.0,64.305,66.767,141832.0
AUS_2014,AUS,Australia,2014,84.474,90.036,105070906.0,141.552,112.542,394116892.0,,76841537.0,14.487,409306240.0,,,41192653.0,7.766,204798675.0,38.611,46389161.0,8.746,22642147.0,4.269,1026406.9999999999,0.194,77.168,93257196.0,17.582,22478.0,502.0,124.803,108.386,31709117.0,5.978,9328508.0,,,530411018.00000006,539739525.0,12554124.0,2.367,,,,756.579,667.854,10778852.0,126.091,103.772,20096664.0,,,,4.179,14.959,192536.0,70.352,73.046,155168.0
AUS_2015,AUS,Australia,2015,84.713,90.291,105368801.0,144.224,114.666,401554757.0,,74037086.0,13.746,419452071.0,,,45792698.0,8.502,211563306.0,39.279,42491924.0,7.889,23272183.0,4.321,945764.0,0.176,77.876,95386197.0,17.709,22506.0,496.0,126.734,110.063,33067525.999999996,6.139,202362.0,,,538618776.0,538821138.0,12062093.0,2.239,,,,827.926,730.834,11795325.0,122.709,100.989,19557631.0,,,,3.719,13.311,171324.0,77.502,80.469,170938.0
AUS_2016,AUS,Australia,2016,85.119,90.724,105873930.0,147.628,117.372,411031531.0,,73122705.0,13.323,430158618.0,,,48448807.0,8.827,218948217.0,39.891,40973280.0,7.465,24118520.0,4.394,1124328.0,0.205,78.373,96545465.0,17.59,22622.0,496.0,129.145,112.156,32992489.0,6.011,-22714190.0,,,548862546.0,526148356.0,12588735.0,2.294,,,,840.851,742.243,11979462.0,122.763,101.034,19566392.0,,,,4.882,17.476,224924.0,84.47,87.704,186307.0
AUS_2017,AUS,Australia,2017,86.966,92.692,108170696.0,149.088,118.533,415097428.0,,77018062.0,13.837,433806547.0,,,51081020.0,9.177,218204986.0,39.202,40075799.0,7.2,24669127.0,4.432,927662.0,0.167,77.937,98847953.0,17.759,22641.0,488.0,130.968,113.74,33133277.0,5.953,-27125746.0,,,556612265.0,529486519.0,12654379.0,2.273,,,,820.248,724.057,11685936.0,133.425,109.808,21265585.0,,,,4.398,15.743,202626.0,86.142,89.44,189994.0
AUS_2018,AUS,Australia,2018,88.06,93.859,109532210.0,149.396,118.778,415953947.0,,75587639.0,13.545,435570938.0,,,54449833.0,9.757,213835413.0,38.319,40719953.0,7.297,24942031.0,4.47,827893.0,0.148,78.053,100795815.0,18.062,22413.0,475.0,131.306,114.033,34197449.0,6.128,-20600827.0,,,558047220.0,537446392.0,12691194.0,2.274,,,,841.035,742.406,11982082.0,126.202,103.864,20114445.0,,,,5.123,18.337,236003.0,103.615,107.582,228533.0
AUT_1990,AUT,Austria,1990,100.0,123.809,10391460.0,100.0,93.897,62124701.0,,8088508.0,10.305,52815496.0,,,701809.0,0.894,14034431.0,17.88,9844109.0,12.541,14222779.0,18.12,35872.0,0.046,67.287,13976496.0,17.806,10162.0,337.0,100.0,97.796,13662339.0,17.406,-11988445.0,,,78492612.0,66504167.0,3926269.0,5.002,,,,100.0,0.342,2438.0,100.0,100.027,4320618.0,,,,100.0,1346.131,1182787.0,100.0,81.912,470608.0
AUT_1991,AUT,Austria,1991,98.798,122.322,10266593.0,105.796,99.339,65725532.99999999,,7993476.0,9.729,56472074.0,,,569101.0,0.693,14824957.0,18.045,10180047.0,12.391,15402984.0,18.748,37989.0,0.046,68.737,15456996.0,18.814,10570.0,341.0,104.669,102.361,13695976.0,16.67,-16690019.0,,,82157139.0,65467120.0,3995614.0,4.863,,,,159.563,0.545,3889.0,100.781,100.808,4354366.0,,,,100.831,1357.319,1192617.0,130.499,106.895,614140.0
AUT_1992,AUT,Austria,1992,96.056,118.927,9981653.0,96.908,90.994,60204069.0,,7679917.0,10.169,51842892.0,,,612007.0,0.81,11558066.0,15.304,9393885.0,12.438,14818058.0,19.62,34535.0,0.046,68.644,15426342.0,20.426,9644.0,307.0,96.218,94.097,12053420.0,15.96,-11662541.0,,,75523998.0,63861457.0,3947768.0,5.227,,,,231.235,0.79,5636.0,96.419,96.445,4165895.0000000005,,,,43.159,580.97,510473.0,139.452,114.228,656272.0
AUT_1993,AUT,Austria,1993,95.246,117.923,9897410.0,97.603,91.646,60635419.0,,7662773.0,10.113,52181863.0,,,580416.0,0.766,11634292.0,15.355,9626933.0,12.705,14742689.0,19.457,40379.0,0.053,68.868,15557153.0,20.532,9601.0,306.0,96.533,94.405,12004004.0,15.842,-11957077.0,,,75771054.0,63813977.0,3922415.0,5.177,,,,9651.651,32.967,235265.0,97.103,97.129,4195437.0,,,,5.37,72.292,63520.0,158.094,129.498,744003.0
