ID,COUNTRY_CODE,COUNTRY,YEAR,CH4__INDEX_1990,CH4__INDEX_2000,CH4__TOTAL,CO2__INDEX_1990,CO2__INDEX_2000,CO2__TOTAL,GHG__AFOLU,GHG__AGR,GHG__AGR_P,GHG__ENER,GHG__ENER_CO2,GHG__ENER_CO2_P,GHG__ENER_FU,GHG__ENER_FU_P,GHG__ENER_IND,GHG__ENER_IND_P,GHG__ENER_MANUF,GHG__ENER_MANUF_P,GHG__ENER_OSECT,GHG__ENER_OSECT_P,GHG__ENER_OTH,GHG__ENER_OTH_P,GHG__ENER_P,GHG__ENER_TRANS,GHG__ENER_TRANS_P,GHG__GHG_CAP,GHG__GHG_GDP,GHG__INDEX_1990,GHG__INDEX_2000,GHG__IND_PROC,GHG__IND_PROC_P,GHG__LULUCF,GHG__OTH,GHG__OTH_P,GHG__TOTAL,GHG__TOTAL_LULU,GHG__WAS,GHG__WAS_P,HFC_PFC__INDEX_1990,HFC_PFC__INDEX_2000,HFC_PFC__TOTAL,HFC__INDEX_1990,HFC__INDEX_2000,HFC__TOTAL,N2O__INDEX_1990,N2O__INDEX_2000,N2O__TOTAL,NF3__INDEX_1990,NF3__INDEX_2000,NF3__TOTAL,PFC__INDEX_1990,PFC__INDEX_2000,PFC__TOTAL,SF6__INDEX_1990,SF6__INDEX_2000,SF6__TOTAL
NOR_2016,NOR,Norway,2016,82.054,82.83,4949494.0,125.909,104.596,44472730.0,,4517769.0,8.449,38362967.0,10645.0,0.02,3067167.0,5.736,15124756.0,28.285,3196404.0,5.978,3037125.0,5.68,208654.0,0.39,71.744,13718218.0,25.655,10183.0,171.0,103.912,97.02,9346516.0,17.479,-21813781.0,,,53472212.0,31658432.0,1244960.0,2.328,,,,3134611.501,359.028,1376064.0,58.948,63.332,2424095.0,,,,4.781,12.262,186191.0,3.033,7.139,63640.0
NOR_2017,NOR,Norway,2017,80.691,81.455,4867318.0,123.332,102.455,43562541.0,,4538199.0,8.663,37287443.0,7637.0,0.015,2855805.0,5.451,15492377.0,29.573,3229955.0,6.166,2853147.0,5.446,220457.0,0.421,71.178,12628064.0,24.106,9891.0,164.0,101.802,95.05,9390609.0,17.926,-23021073.0,,,52386525.0,29365453.0,1170275.0,2.234,,,,3157296.645,361.627,1386022.0,57.891,62.196,2380632.0,,,,3.363,8.626,130973.99999999999,2.813,6.623,59037.0
NOR_2018,NOR,Norway,2018,79.651,80.405,4804546.0,124.054,103.055,43817657.0,,4480332.0,8.612,37528663.0,14119.0,0.027,2745632.0,5.278,15345439.0,29.498,3175800.0,6.105,3078050.0,5.917,150581.0,0.289,72.139,13019042.0,25.026,9746.0,161.0,101.095,94.389,8859265.0,17.03,-23667466.0,,,52022405.0,28354939.0,1154145.0,2.219,,,,1928263.012,220.857,846488.0,57.124,61.373,2349116.0,,,,3.802,9.753,148096.0,2.692,6.338,56502.0
NZL_1990,NZL,New Zealand,1990,100.0,91.36,32287604.0,100.0,78.827,25446288.0,,32181958.0,50.608,23778320.0,,,1337118.0,2.103,6003900.0,9.441,4760280.0,7.486,2912114.0,4.579,,,37.393,8764908.0,13.783,18713.0,829.0,100.0,85.814,3579866.0,5.63,-28297037.0,3168.0,0.005,63590927.0,35293890.0,4047614.0,6.365,,,,,,,100.0,79.769,4927113.0,,,,100.0,1345.886,909949.0,100.0,102.089,19973.0
NZL_1991,NZL,New Zealand,1991,100.386,91.712,32412238.0,102.61,80.884,26110384.0,,32418962.0,50.298,24143859.0,,,1323561.0,2.054,6103507.0,9.47,5235823.0,8.123,2721039.0,4.222,,,37.459,8759928.0,13.591,18703.0,854.0,101.356,86.978,3728554.0,5.785,-30289202.0,3280.0,0.005,64453522.0,34164319.0,4158868.0000000005,6.453,,,,,,,101.606,81.05,5006248.0,,,,99.323,1336.775,903790.0,104.452,106.634,20862.0
NZL_1992,NZL,New Zealand,1992,99.228,90.654,32038280.0,110.449,87.063,28105075.0,,31978757.0,48.697,26048317.0,,,1336675.0,2.035,7596191.0,11.567,5089771.0,7.751,2888592.0,4.399,,,39.666,9137089.0,13.914,18745.0,860.0,103.268,88.618,3374032.0,5.138,-30411893.0,3242.0,0.005,65668774.99999999,35256882.0,4264426.0,6.494,,,,,0.132,286.0,102.319,81.618,5041350.0,,,,50.759,683.155,461879.0,109.675,111.965,21905.0
NZL_1993,NZL,New Zealand,1993,99.878,91.248,32248263.0,108.855,85.806,27699461.0,,32377074.0,49.481,25477898.0,,,1295451.0,1.98,6656377.0,10.173,5361872.0,8.194,2562859.0,3.917,,,38.937,9601340.0,14.673,18357.0,804.0,102.897,88.301,3213401.0,4.911,-30704145.0,3205.0,0.005,65433404.0,34729259.0,4361826.0,6.666,,,,,0.165,358.0,106.603,85.036,5252472.0,,,,23.095,310.839,210157.0,113.617,115.99,22693.0
NZL_1994,NZL,New Zealand,1994,102.498,93.642,33094281.000000004,109.565,86.367,27880329.0,,33517388.0,50.267,25764032.0,,,1344852.0,2.017,5541502.0,8.311,5682100.0,8.522,2918687.0,4.377,,,38.639,10276890.0,15.412,18403.0,779.0,104.856,89.982,3082737.0,4.623,-30337043.0,3172.0,0.005,66679182.0,36342139.0,4311854.0,6.467,,,,,3.649,7906.0,111.365,88.834,5487057.0,,,,20.46,275.372,186178.0,117.312,119.762,23430.0
NZL_1995,NZL,New Zealand,1995,103.745,94.781,33496826.999999996,110.043,86.743,28001805.0,,34128932.0,50.617,25728326.0,,,1318823.0,1.956,4812426.0,7.137,5776084.0,8.567,2864801.0,4.249,,,38.158,10956191.0,16.249,18348.0,753.0,106.031,90.99,3169851.0,4.701,-28313165.0,3140.0,0.005,67426240.0,39113075.0,4395992.0,6.52,,,,,9.236,20009.0,116.293,92.766,5729905.0,,,,16.845,226.709,153277.0,122.247,124.801,24416.0
NZL_1996,NZL,New Zealand,1996,105.602,96.477,34096246.0,115.125,90.749,29295078.0,,34408408.0,49.473,27289043.0,,,1720022.0,2.473,5562053.0,7.997,6123218.0,8.804,2783907.0,4.003,,,39.237,11099843.0,15.96,18709.0,751.0,109.37,93.855,3365226.0,4.839,-27466752.0,3111.0,0.004,69549337.0,42082585.0,4483550.0,6.447,,,,,24.975,54110.0,117.722,93.905,5800275.0,,,,30.659,412.635,278981.0,123.405,125.983,24647.0
NZL_1997,NZL,New Zealand,1997,107.689,98.384,34770052.0,122.962,96.927,31289338.0,,35237578.0,48.765,29240712.0,,,1670342.0,2.312,7171539.0,9.925,6213121.0,8.598,2850494.0,3.945,,,40.466,11335217.0,15.687,19257.0,758.0,113.631,97.512,3223398.0,4.461,-27674873.0,3207.0,0.004,72259275.0,44584403.0,4554380.0,6.303,,,,,38.557,83536.0,119.536,95.352,5889659.0,,,,22.101,297.451,201106.0,128.097,130.773,25585.0
NZL_1998,NZL,New Zealand,1998,105.971,96.815,34215599.0,117.435,92.57,29882780.0,,34639614.0,49.329,27718502.0,,,1677735.0,2.389,5584128.0,7.952,5954264.0,8.479,2947579.0,4.198,,,39.473,11554795.0,16.455,18558.0,729.0,110.427,94.762,3252861.0,4.632,-27798607.0,3302.0,0.005,70221376.0,42422769.0,4607096.0,6.561,,,,,52.362,113445.0,118.392,94.44,5833311.0,,,,16.636,223.907,151383.0,124.456,127.056,24857.0
NZL_1999,NZL,New Zealand,1999,106.731,97.509,34460965.0,123.681,97.494,31472273.0,,34863051.0,48.381,29144864.0,,,1668732.0,2.316,6805694.0,9.444,5814417.0,8.069,3001740.0,4.166,,,40.445,11854281.0,16.451,18873.0,711.0,113.318,97.243,3388052.0,4.702,-29311315.0,3398.0,0.005,72059932.0,42748618.0,4660568.0,6.468,,,,,77.3,167474.0,119.055,94.969,5865989.0,,,,7.546,101.563,68667.0,122.991,125.56,24565.0
NZL_2000,NZL,New Zealand,2000,109.457,100.0,35341159.0,126.861,100.0,32281352.0,,36007088.0,48.591,29932212.0,,,1640490.0,2.214,6462110.0,8.72,6340719.0,8.557,3071143.0,4.144,,,40.393,12417750.0,16.757,19203.0,715.0,116.531,100.0,3426147.0,4.623,-28113510.0,3492.0,0.005,74103082.0,45989572.0,4734143.0,6.389,,,,,100.0,216655.0,125.362,100.0,6176742.0,,,,7.43,100.0,67610.0,97.954,100.0,19564.0
NZL_2001,NZL,New Zealand,2001,110.641,101.082,35723432.0,135.412,106.741,34457442.0,,36811614.0,47.742,31957168.0,,,1698029.0,2.202,7968644.0,10.335,6716827.0,8.711,3089714.0,4.007,,,41.446,12483954.0,16.191,19730.0,716.0,121.252,104.051,3540266.0,4.591,-27944854.0,3589.0,0.005,77105364.0,49160510.0,4792727.0,6.216,,,,,130.145,281965.0,132.976,106.073,6551878.0,,,,7.76,104.438,70610.0,100.32,102.416,20037.0
NZL_2002,NZL,New Zealand,2002,110.045,100.537,35530795.0,136.122,107.301,34638101.0,,37003013.0,47.761,31975685.0,,,1633687.0,2.109,7191847.0,9.283,6981851.0,9.012,3216685.0,4.152,,,41.272,12951615.0,16.717,19549.0,685.0,121.833,104.55,3654440.0,4.717,-25316167.0,3591.0,0.005,77474956.0,52158789.0,4838228.0,6.245,,,,,173.286,375433.0,138.475,110.46,6822825.0,,,,9.285,124.959,84484.0,116.746,119.184,23317.0
NZL_2003,NZL,New Zealand,2003,110.455,100.912,35663422.0,142.857,112.61,36351904.0,,37515205.0,47.104,33453021.999999996,,,1511636.0,1.898,8531820.0,10.712,6428415.0,8.071,3477211.0,4.366,,,42.003,13503939.0,16.955,19802.0,674.0,125.244,107.477,3885619.0,4.879,-26381491.0,3588.0,0.005,79643612.0,53262122.0,4786179.0,6.009,,,,,218.328,473018.0,142.137,113.381,7003268.0,,,,13.936,187.566,126813.0,126.108,128.742,25187.0
NZL_2004,NZL,New Zealand,2004,110.358,100.823,35632046.0,141.239,111.334,35940111.0,,37550296.0,47.355,33009925.000000004,,,1700522.0,2.145,8158719.0,10.289,5905961.0,7.448,3432533.0,4.329,,,41.629,13812190.0,17.419,19433.0,650.0,124.695,107.006,3918349.0,4.941,-26226023.0,4038.0000000000005,0.005,79294829.0,53068805.0,4812221.0,6.069,,,,,252.946,548020.0,143.017,114.083,7046621.0,,,,10.892,146.599,99115.0,144.776,147.8,28916.0
NZL_2005,NZL,New Zealand,2005,111.055,101.46,35857112.0,147.648,116.386,37571039.0,,37894442.0,46.625,34507844.0,,,1759264.0,2.165,10229728.0,12.587,5091569.0,6.265,3533202.0,4.347,,,42.458,13894081.0,17.095,19654.0,644.0,127.808,109.678,4029665.0,4.958,-25328678.0,4487.0,0.006,81274418.0,55945740.0,4837979.0,5.953,,,,,305.61,662120.0,143.885,114.775,7089354.0,,,,7.625,102.618,69380.0,127.241,129.898,25414.0
NZL_2006,NZL,New Zealand,2006,111.723,102.07,36072560.0,147.237,116.062,37466329.0,,37854126.0,46.472,34695400.0,,,1918177.0,2.355,10127681.0,12.433,5144748.0,6.316,3479460.0,4.272,,,42.594,14025333.0,17.218,19459.0,630.0,128.093,109.921,4139344.0,5.082,-23303713.0,4473.0,0.005,81455212.0,58151499.0,4761869.0,5.846,,,,,353.992,766941.0,142.509,113.678,7021604.0,,,,11.729,157.864,106732.0,105.373,107.574,21046.0
NZL_2007,NZL,New Zealand,2007,108.811,99.41,35132478.0,143.675,113.254,36559884.0,,36894933.0,46.458,33372693.0,,,1854624.0,2.335,8474495.0,10.671,5583946.0,7.031,3319510.0,4.18,,,42.023,14140117.0,17.805,18761.0,592.0,124.885,107.169,4398846.0,5.539,-21891930.0,4483.0,0.006,79415575.0,57523645.0,4744620.0,5.974,,,,,408.388,884793.0,137.406,109.607,6770140.0,,,,5.32,71.595,48405.0,99.508,101.587,19875.0
NZL_2008,NZL,New Zealand,2008,105.666,96.537,34117125.0,147.732,116.452,37592317.0,,35751627.0,44.956,34788801.0,,,2193231.0,2.758,9678847.0,12.171,5570471.0,7.005,3172855.0,3.99,,,43.745,14173398.0,17.822,18589.0,602.0,125.059,107.319,4296796.0,5.403,-29056538.0,4497.0,0.006,79526332.0,50469794.0,4684612.0,5.891,,,,,455.871,987666.0,137.29,109.514,6764416.0,,,,4.997,67.25,45467.0,96.838,98.861,19341.0
NZL_2009,NZL,New Zealand,2009,106.19,97.015,34286361.0,136.611,107.686,34762435.0,,35873886.0,46.728,32093621.0,,,2390160.0,3.113,7458237.0,9.715,5275979.0,6.872,2975072.0,3.875,,,41.804,13994173.0,18.228,17757.0,570.0,120.727,103.601,4177200.0,5.441,-27496207.0,4510.0,0.006,76771183.0,49274976.0,4621966.0,6.02,,,,,451.489,978173.0,135.329,107.95,6667820.0,,,,5.919,79.66,53858.0,112.834,115.191,22536.0
NZL_2010,NZL,New Zealand,2010,106.295,97.11,34319959.0,137.379,108.291,34957784.0,,36079814.0,46.694,32129612.0,,,2644871.0,3.423,6811787.0,8.816,5528381.0,7.155,2744936.0,3.552,,,41.582,14399636.0,18.636,17681.0,568.0,121.508,104.271,4536009.0,5.871,-27907428.0,4524.0,0.006,77267807.0,49360379.0,4517848.0,5.847,,,,,482.81,1046031.0,139.506,111.283,6873635.0,,,,5.227,70.347,47562.0,114.343,116.731,22838.0
NZL_2011,NZL,New Zealand,2011,106.665,97.449,34439513.0,134.596,106.097,34249571.0,,36754300.0,47.748,31192823.0,,,2410323.0,3.131,6328274.0,8.221,5221332.0,6.783,2810847.0,3.652,,,40.523,14422047.0,18.736,17420.0,551.0,121.048,103.876,4620343.0,6.002,-23345899.0,4541.0,0.006,76975487.0,53629588.0,4403480.0,5.721,,,,,540.587,1171207.0,143.311,114.318,7061104.0,,,,3.863,51.992,35152.0,94.828,96.809,18940.0
NZL_2012,NZL,New Zealand,2012,108.091,98.752,34899976.0,141.476,111.521,36000433.0,,37577019.0,47.325,32815223.0,,,2098318.0,2.643,7726897.0,9.731,5690819.0,7.167,3130832.0,3.943,,,41.328,14168356.0,17.844,17769.0,555.0,124.863,107.15,4665112.0,5.875,-22383527.0,4268.0,0.005,79401577.0,57018050.0,4339956.0,5.466,,,,,564.533,1223089.0,146.327,116.724,7209712.0,,,,5.216,70.199,47462.0,104.668,106.854,20905.0
NZL_2013,NZL,New Zealand,2013,108.348,98.986,34982900.0,138.491,109.168,35240937.0,,37666510.0,47.797,32062610.0,,,1878142.0,2.383,6411449.0,8.136,6385711.0,8.103,3020221.0,3.833,,,40.686,14367087.0,18.231,17440.0,540.0,123.925,106.345,4811640.0,6.106,-20115976.0,3519.0,0.004,78804913.0,58688937.0,4260635.0,5.407,,,,,592.939,1284630.0,146.742,117.054,7230130.0,,,,5.289,71.181,48125.0,91.078,92.981,18191.0
NZL_2014,NZL,New Zealand,2014,109.102,99.675,35226474.0,139.344,109.84,35457804.0,,38131586.0,47.995,32150374.0,,,2049917.0,2.58,5448712.0,6.858,7093007.0,8.928,3082765.0,3.88,,,40.466,14475972.0,18.22,17394.0,525.0,124.939,107.215,4974710.0,6.261,-22327193.0,3484.0,0.004,79449842.0,57122649.0,4189689.0000000005,5.273,,,,,601.782,1303789.0,149.612,119.344,7371559.0,,,,8.067,108.579,73410.0,84.148,85.905,16807.0
NZL_2015,NZL,New Zealand,2015,107.494,98.207,34707388.0,140.843,111.021,35839194.0,,37777725.0,47.523,32394538.0,,,2189159.0,2.754,5298297.0,6.665,6792714.0,8.545,3053995.0,3.842,,,40.751,15060372.0,18.945,17227.0,503.0,125.008,107.275,5172343.0,6.507,-23187289.0,3424.0,0.004,79493714.0,56306425.0,4145685.0000000005,5.215,,,,,656.031,1421322.0,151.219,120.626,7450755.0,,,,6.438,86.652,58585.0,82.464,84.187,16470.0
NZL_2016,NZL,New Zealand,2016,106.115,96.946,34262005.0,134.666,106.153,34267624.0,,37411194.0,48.196,31109914.0,,,2011252.0,2.591,4186528.0000000005,5.393,6744172.0,8.688,2874286.0,3.703,,,40.078,15293677.0,19.702,16660.0,475.0,122.067,104.75,5022014.0,6.47,-22534301.0,3441.0,0.004,77623307.0,55089006.0,4076744.0,5.252,,,,,719.276,1558347.0,151.595,120.926,7469271.0,,,,5.351,72.018,48691.0,86.963,88.779,17369.0
NZL_2017,NZL,New Zealand,2017,106.093,96.927,34254961.0,142.077,111.994,36153332.0,,37418762.0,46.984,33004607.000000004,,,1940088.0,2.436,4767738.0,5.987,7090311.0,8.903,2951841.0,3.706,,,41.442,16254629.0,20.41,16938.0,474.0,125.239,107.473,5121349.0,6.431,-22710109.0,3520.0,0.004,79640864.0,56930755.0,4092626.0,5.139,,,,,765.568,1658640.0,152.192,121.402,7498678.0,,,,6.644,89.422,60458.0,74.079,75.626,14796.0
NZL_2018,NZL,New Zealand,2018,106.19,97.015,34286234.0,137.86,108.671,35080341.0,,37696956.0,47.801,31946159.0,,,1779596.0,2.257,4355410.0,5.523,6390368.0,8.103,2796069.0,3.546,,,40.509,16624716.0,21.081,16627.0,456.0,124.015,106.422,5158125.0,6.541,-23394072.0,3617.0,0.005,78862288.0,55468216.0,4057431.0,5.145,,,,,838.268,1816148.0,154.095,122.92,7592453.0,,,,7.956,107.081,72397.0,73.673,75.212,14715.0
OECDE_1990,OECDE,OECD - Europe,1990,,,,,,,,551529000.0,9.859,4290257000.0,82132.0,0.001,167429000.0,2.993,1605964000.0,28.707,807971000.0,14.443,861577000.0,15.401,23544361.0,0.421,76.689,824229000.0,14.733,11056.0,455.0,100.0,104.601,511329000.0,9.14,-267898000.0,12216.0,0.0,5594363000.0,5329721688.0,241236000.0,4.312,,,,,,,,,,,,,,,,,,
OECDE_1991,OECDE,OECD - Europe,1991,,,,,,,,530138000.0,9.509,4310655000.0,82132.0,0.001,159220000.0,2.856,1587566000.0,28.477,791985000.0,14.206,916744000.0,16.444,19391952.0,0.348,77.322,836211000.0,14.999,10962.0,448.0,99.653,104.238,488845000.0,8.769,-300827000.0,12217.0,0.0,5574944000.0,5279149031.0,245294000.0,4.4,,,,,,,,,,,,,,,,,,
OECDE_1992,OECDE,OECD - Europe,1992,,,,,,,,512055000.0,9.435,4195713000.0,82132.0,0.002,156828000.0,2.89,1540868000.0,28.392,758698000.0,13.98,862414000.0,15.891,17104696.0,0.315,77.311,860275000.0,15.852,10618.0,431.0,97.01,101.474,471648000.0,8.691,-268734000.0,12212.0,0.0,5427081000.0,5160199906.0,247653000.0,4.563,,,,,,,,,,,,,,,,,,
OECDE_1993,OECDE,OECD - Europe,1993,,,,,,,,501543000.0,9.386,4128987000.0,82132.0,0.002,154783000.0,2.897,1472757000.0,27.562,734659000.0,13.749,880424000.0,16.477,15598697.0,0.292,77.273,871239000.0,16.305,10405.0,424.0,95.514,99.908,463903000.0,8.682,-265241000.0,12186.0,0.0,5343373000.0,5083225828.0,248926000.0,4.659,,,,,,,,,,,,,,,,,,
OECDE_1994,OECDE,OECD - Europe,1994,,,,,,,,495604000.0,9.318,4083353000.0,82132.0,0.002,143749000.0,2.703,1487578000.0,27.968,732114000.0,13.765,829073000.0,15.588,15288963.0,0.287,76.772,876029000.0,16.47,10313.0,412.0,95.074,99.449,490336000.0,9.219,-277191000.0,12170.0,0.0,5318780000.0,5045155125.0,249475000.0,4.69,,,,,,,,,,,,,,,,,,
OECDE_1995,OECDE,OECD - Europe,1995,,,,,,,,496713000.0,9.241,4127056000.0,82132.0,0.002,144220000.0,2.683,1486884000.0,27.662,751695000.0,13.984,837779000.0,15.586,14581836.0,0.271,76.779,892421000.0,16.603,10384.0,404.0,96.083,100.504,501558000.0,9.331,-299636000.0,12147.0,0.0,5375209000.0,5081065688.0,249870000.0,4.649,,,,,,,,,,,,,,,,,,
OECDE_1996,OECDE,OECD - Europe,1996,,,,,,,,500425000.0,9.086,4253635000.0,82132.0,0.001,140127000.0,2.544,1520295000.0,27.604,756176000.0,13.73,906101000.0,16.452,13298147.0,0.241,77.233,918084000.0,16.67,10604.0,405.0,98.448,102.978,503967000.0,9.15,-335761000.0,12120.0,0.0,5507561000.0,5170465563.0,249522000.0,4.531,,,,,,,,,,,,,,,,,,
OECDE_1997,OECDE,OECD - Europe,1997,,,,,,,,496398000.0,9.14,4174773000.0,30132.0,0.001,136200000.0,2.508,1482703000.0,27.3,760965000.0,14.011,854932000.0,15.741,12814408.0,0.236,76.868,927644000.0,17.08,10424.0,386.0,97.082,101.549,512895000.0,9.444,-335154000.0,12103.0,0.0,5431116000.0,5098451188.0,247037000.0,4.549,,,,,,,,,,,,,,,,,,
OECDE_1998,OECDE,OECD - Europe,1998,,,,,,,,496710000.0,9.173,4179596000.0,5327.0,0.0,128859000.0,2.38,1505926000.0,27.81,740525000.0,13.676,837947000.0,15.475,12128271.0,0.224,77.186,954732000.0,17.631,10356.0,374.0,96.793,101.247,494839000.0,9.138,-350630000.0,11066.0,0.0,5414959000.0,5068325156.0,243804000.0,4.502,,,,,,,,,,,,,,,,,,
OECDE_1999,OECDE,OECD - Europe,1999,,,,,,,,496146000.0,9.31,4136837000.0,10237.0,0.0,126349000.0,2.371,1475955000.0,27.696,720633000.0,13.523,825639000.0,15.493,11563712.0,0.217,77.628,977209000.0,18.337,10150.0,358.0,95.257,99.641,457209000.0,8.58,-364718000.0,12379.0,0.0,5329045000.0,4969204063.0,238840000.0,4.482,,,,,,,,,,,,,,,,,,
OECDE_2000,OECDE,OECD - Europe,2000,,,,,,,,489801000.0,9.158,4154208000.0,9450.0,0.0,121200000.0,2.266,1519629000.0,28.413,728427000.0,13.62,801835000.0,14.992,10474285.0,0.196,77.674,973165000.0,18.196,10137.0,346.0,95.601,100.0,467928000.0,8.749,-338169000.0,12987.0,0.0,5348268000.0,5020926594.0,236318000.0,4.419,,,,,,,,,,,,,,,,,,
OECDE_2001,OECDE,OECD - Europe,2001,,,,,,,,481656000.0,8.962,4206474000.0,4182.0,0.0,117672000.0,2.189,1553395000.0,28.904,697043000.0,12.97,845005000.0,15.723,9613852.0,0.179,78.269,984276000.0,18.314,10132.0,341.0,96.068,100.488,452607000.0,8.422,-373031000.0,13846.0,0.0,5374379000.0,5010979781.0,233628000.0,4.347,,,,,,,,,,,,,,,,,,
OECDE_2002,OECDE,OECD - Europe,2002,,,,,,,,471130000.0,8.817,4192912000.0,8699.0,0.0,113065000.0,2.116,1572567000.0,29.429,690716000.0,12.926,812870000.0,15.212,9930976.0,0.186,78.465,994287000.0,18.607,10015.0,334.0,95.519,99.914,449385000.0,8.41,-368516000.0,12924.0,0.0,5343666000.0,4984503906.0,230227000.0,4.308,,,,,,,,,,,,,,,,,,
OECDE_2003,OECDE,OECD - Europe,2003,,,,,,,,469659000.0,8.631,4284272000.0,25042.0,0.0,110470000.0,2.03,1622483000.0,29.816,708136000.0,13.013,830130000.0,15.255,10161795.0,0.187,78.73,1003388000.0,18.439,10139.0,335.0,97.272,101.747,463519000.0,8.518,-352701000.0,14070.0,0.0,5441721000.0,5093361438.0,224256000.0,4.121,,,,,,,,,,,,,,,,,,
OECDE_2004,OECDE,OECD - Europe,2004,,,,,,,,470091000.0,8.614,4289808000.0,22509.0,0.0,104362000.0,1.912,1632584000.0,29.917,686886000.0,12.587,829702000.0,15.204,10420129.0,0.191,78.61,1026313000.0,18.807,10109.0,326.0,97.545,102.034,481025000.0,8.815,-380325000.0,13924.0,0.0,5457045000.0,5074116313.0,216107000.0,3.96,,,,,,,,,,,,,,,,,,
OECDE_2005,OECDE,OECD - Europe,2005,,,,,,,,464631000.0,8.534,4286694000.0,7323.0,0.0,102522000.0,1.883,1627785000.0,29.898,690902000.0,12.69,829153000.0,15.229,10435153.0,0.192,78.735,1025863000.0,18.842,10030.0,317.0,97.32,101.798,482921000.0,8.87,-370577000.0,13591.0,0.0,5444443000.0,5072732094.0,210183000.0,3.861,,,,,,,,,,,,,,,,,,
OECDE_2006,OECDE,OECD - Europe,2006,,,,,,,,461804000.0,8.472,4299275000.0,3603.0,0.0,99795000.0,1.831,1644593000.0,30.172,688556000.0,12.632,819614000.0,15.037,10581378.0,0.194,78.875,1036107000.0,19.009,9986.0,306.0,97.433,101.916,484769000.0,8.894,-394084000.0,12519.0,0.0,5450733000.0,5065608875.0,204873000.0,3.759,,,,,,,,,,,,,,,,,,
OECDE_2007,OECDE,OECD - Europe,2007,,,,,,,,464429000.0,8.557,4267060000.0,78045.0,0.001,100247000.0,1.847,1663178000.0,30.643,695319000.0,12.811,745743000.0,13.74,10376654.0,0.191,78.618,1052113000.0,19.384,9891.0,295.0,97.019,101.483,497742000.0,9.171,-357529000.0,13864.0,0.0,5427604000.0,5071196313.0,198359000.0,3.655,,,,,,,,,,,,,,,,,,
OECDE_2008,OECDE,OECD - Europe,2008,,,,,,,,459582000.0,8.647,4185236000.0,109110.0,0.002,98168000.0,1.847,1595220000.0,30.015,645996000.0,12.155,814894000.0,15.333,9548052.0,0.18,78.748,1021297000.0,19.216,9635.0,287.0,95.002,99.373,479302000.0,9.018,-386770000.0,12997.0,0.0,5314729000.0,4926526219.0,190595000.0,3.586,,,,,,,,,,,,,,,,,,
OECDE_2009,OECDE,OECD - Europe,2009,,,,,,,,454953000.0,9.133,3928151000.0,56548.0,0.001,92252000.0,1.852,1483495000.0,29.781,546923000.0,10.979,802773000.0,16.115,9018801.0,0.181,78.856,993624000.0,19.947,8984.0,281.0,89.043,93.14,413019000.0,8.291,-392999000.0,12662.0,0.0,4981399000.0,4589280844.0,185263000.0,3.719,,,,,,,,,,,,,,,,,,
OECDE_2010,OECDE,OECD - Europe,2010,,,,,,,,454407000.0,8.917,4027659000.0,96912.0,0.002,92581000.0,1.817,1505686000.0,29.547,587234000.0,11.524,845877000.0,16.599,8738413.0,0.171,79.036,987433000.0,19.377,9145.0,280.0,91.091,95.282,435423000.0,8.544,-386370000.0,12401.0,0.0,5095960000.0,4713140031.0,178458000.0,3.502,,,,,,,,,,,,,,,,,,
OECDE_2011,OECDE,OECD - Europe,2011,,,,,,,,457337000.0,9.239,3884941000.0,91294.0,0.002,92783000.0,1.874,1482751000.0,29.953,568511000.0,11.484,755214000.0,15.256,8208780.000000001,0.166,78.478,977374000.0,19.744,8840.0,266.0,88.488,92.559,434598000.0,8.779,-390483000.0,13374.0,0.0,4950330000.0,4572130563.0,173440000.0,3.504,,,,,,,,,,,,,,,,,,
OECDE_2012,OECDE,OECD - Europe,2012,,,,,,,,461383000.0,9.379,3863514000.0,63031.0,0.001,92459000.0,1.88,1484900000.0,30.186,558869000.0,11.361,758769000.0,15.425,7274258.0,0.148,78.539,961186000.0,19.539,8743.0,264.0,87.932,91.978,425928000.0,8.658,-386831000.0,14005.0,0.0,4919218000.0,4548265531.0,168380000.0,3.423,,,,,,,,,,,,,,,,,,
OECDE_2013,OECDE,OECD - Europe,2013,,,,,,,,467058000.0,9.666,3775370000.0,33658.0,0.001,90934000.0,1.882,1417502000.0,29.336,537490000.0,11.124,759874000.0,15.726,7092930.0,0.147,78.133,962449000.0,19.918,8548.0,257.0,86.372,90.346,428799000.0,8.874,-391520000.0,14414.0,0.0,4831961000.0,4457629438.0,160720000.0,3.326,,,,,,,,,,,,,,,,,,
OECDE_2014,OECDE,OECD - Europe,2014,,,,,,,,474693000.0,10.168,3604636000.0,44142.0,0.001,89902000.0,1.926,1342991000.0,28.766,526971000.0,11.287,664817000.0,14.24,6774862.0,0.145,77.209,973144000.0,20.844,8220.0,243.0,83.453,87.293,434418000.0,9.305,-364382000.0,11527.0,0.0,4668690000.0,4316032656.0,154931000.0,3.319,,,,,,,,,,,,,,,,,,
OECDE_2015,OECDE,OECD - Europe,2015,,,,,,,,475780000.0,10.093,3657763000.0,42093.0,0.001,85087000.0,1.805,1333156000.0,28.28,539594000.0,11.446,703456000.0,14.922,6535107.0,0.139,77.591,989907000.0,20.998,8261.0,239.0,84.267,88.144,427588000.0,9.07,-377834000.0,12462.0,0.0,4714189000.0,4329250750.0,153045000.0,3.246,,,,,,,,,,,,,,,,,,
