Country,Data source,Sector,Gas,Unit,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990
China,UNFCCC_NAI,Solvent and Other Product Use,CO2,MtCO₂e,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
China,UNFCCC_NAI,Solvent and Other Product Use,N2O,MtCO₂e,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
China,UNFCCC_NAI,Total GHG emissions excluding LULUCF/LUCF,Aggregate F-gases,MtCO₂e,N/A,N/A,N/A,N/A,290.61,N/A,190.01,N/A,162.73,N/A,N/A,N/A,N/A,125.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
China,UNFCCC_NAI,Total GHG emissions excluding LULUCF/LUCF,Aggregate GHGs,MtCO₂e,N/A,N/A,N/A,N/A,12300.2,N/A,11895.77,N/A,10543.33,N/A,N/A,N/A,N/A,8015.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4057.62,N/A,N/A,N/A,N/A
China,UNFCCC_NAI,Total GHG emissions excluding LULUCF/LUCF,CH4,MtCO₂e,N/A,N/A,N/A,N/A,1124.97,N/A,1173.9,N/A,1126.69,N/A,N/A,N/A,N/A,1009.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,720.03,N/A,N/A,N/A,N/A
China,UNFCCC_NAI,Total GHG emissions excluding LULUCF/LUCF,CO2,MtCO₂e,N/A,N/A,N/A,N/A,10274.85,N/A,9893.26,N/A,8707.38,N/A,N/A,N/A,N/A,6381.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3073.47,N/A,N/A,N/A,N/A
China,UNFCCC_NAI,Total GHG emissions excluding LULUCF/LUCF,N2O,MtCO₂e,N/A,N/A,N/A,N/A,609.77,N/A,638.6,N/A,546.53,N/A,N/A,N/A,N/A,500.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,264.12,N/A,N/A,N/A,N/A
China,UNFCCC_NAI,Total GHG emissions including LULUCF/LUCF,Aggregate F-gases,MtCO₂e,N/A,N/A,N/A,N/A,290.61,N/A,190.01,N/A,162.73,N/A,N/A,N/A,N/A,125.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
China,UNFCCC_NAI,Total GHG emissions including LULUCF/LUCF,Aggregate GHGs,MtCO₂e,N/A,N/A,N/A,N/A,11185.41,N/A,11320.25,N/A,9550.15,N/A,N/A,N/A,N/A,7249.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3650.14,N/A,N/A,N/A,N/A
China,UNFCCC_NAI,Total GHG emissions including LULUCF/LUCF,CH4,MtCO₂e,N/A,N/A,N/A,N/A,1161.09,N/A,1174.19,N/A,1163.23,N/A,N/A,N/A,N/A,1046.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,720.03,N/A,N/A,N/A,N/A
China,UNFCCC_NAI,Total GHG emissions including LULUCF/LUCF,CO2,MtCO₂e,N/A,N/A,N/A,N/A,9123.94,N/A,9317.41,N/A,7677.66,N/A,N/A,N/A,N/A,5578.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2665.99,N/A,N/A,N/A,N/A
China,UNFCCC_NAI,Total GHG emissions including LULUCF/LUCF,N2O,MtCO₂e,N/A,N/A,N/A,N/A,609.77,N/A,638.64,N/A,546.53,N/A,N/A,N/A,N/A,500.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,264.12,N/A,N/A,N/A,N/A
China,UNFCCC_NAI,Waste,Aggregate F-gases,MtCO₂e,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
China,UNFCCC_NAI,Waste,Aggregate GHGs,MtCO₂e,N/A,N/A,N/A,N/A,194.77,N/A,158.24,N/A,132.18,N/A,N/A,N/A,N/A,113.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,162.12,N/A,N/A,N/A,N/A
China,UNFCCC_NAI,Waste,CH4,MtCO₂e,N/A,N/A,N/A,N/A,137.82,N/A,113.88,N/A,92.42,N/A,N/A,N/A,N/A,81.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,162.12,N/A,N/A,N/A,N/A
China,UNFCCC_NAI,Waste,CO2,MtCO₂e,N/A,N/A,N/A,N/A,20.06,N/A,11.8,N/A,8.45,N/A,N/A,N/A,N/A,3.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
China,UNFCCC_NAI,Waste,N2O,MtCO₂e,N/A,N/A,N/A,N/A,36.89,N/A,32.55,N/A,31.31,N/A,N/A,N/A,N/A,29.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Côte d'Ivoire,UNFCCC_NAI,Agriculture,Aggregate F-gases,MtCO₂e,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Côte d'Ivoire,UNFCCC_NAI,Agriculture,Aggregate GHGs,MtCO₂e,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,194.61,N/A,N/A,N/A,N/A,N/A,3.45,N/A,N/A,N/A,N/A
Côte d'Ivoire,UNFCCC_NAI,Agriculture,CH4,MtCO₂e,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9.11,N/A,N/A,N/A,N/A,N/A,3.29,N/A,N/A,N/A,N/A
Côte d'Ivoire,UNFCCC_NAI,Agriculture,CO2,MtCO₂e,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Côte d'Ivoire,UNFCCC_NAI,Agriculture,N2O,MtCO₂e,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,185.5,N/A,N/A,N/A,N/A,N/A,0.16,N/A,N/A,N/A,N/A
Côte d'Ivoire,UNFCCC_NAI,Energy,Aggregate F-gases,MtCO₂e,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Côte d'Ivoire,UNFCCC_NAI,Energy,Aggregate GHGs,MtCO₂e,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,66.59,N/A,N/A,N/A,N/A,N/A,12.44,N/A,N/A,N/A,N/A
Côte d'Ivoire,UNFCCC_NAI,Energy,CH4,MtCO₂e,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.12,N/A,N/A,N/A,N/A,N/A,6.55,N/A,N/A,N/A,N/A
Côte d'Ivoire,UNFCCC_NAI,Energy,CO2,MtCO₂e,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,60.37,N/A,N/A,N/A,N/A,N/A,4.35,N/A,N/A,N/A,N/A
Côte d'Ivoire,UNFCCC_NAI,Energy,N2O,MtCO₂e,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.09,N/A,N/A,N/A,N/A,N/A,1.55,N/A,N/A,N/A,N/A
Côte d'Ivoire,UNFCCC_NAI,Industrial Processes,Aggregate F-gases,MtCO₂e,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Côte d'Ivoire,UNFCCC_NAI,Industrial Processes,Aggregate GHGs,MtCO₂e,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A
Côte d'Ivoire,UNFCCC_NAI,Industrial Processes,CH4,MtCO₂e,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Côte d'Ivoire,UNFCCC_NAI,Industrial Processes,CO2,MtCO₂e,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A
Côte d'Ivoire,UNFCCC_NAI,Industrial Processes,N2O,MtCO₂e,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Côte d'Ivoire,UNFCCC_NAI,Land-Use Change and Forestry,Aggregate F-gases,MtCO₂e,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Côte d'Ivoire,UNFCCC_NAI,Land-Use Change and Forestry,Aggregate GHGs,MtCO₂e,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-18.38,N/A,N/A,N/A,N/A,N/A,-19.85,N/A,N/A,N/A,N/A
Côte d'Ivoire,UNFCCC_NAI,Land-Use Change and Forestry,CH4,MtCO₂e,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.21,N/A,N/A,N/A,N/A,N/A,2.18,N/A,N/A,N/A,N/A
Côte d'Ivoire,UNFCCC_NAI,Land-Use Change and Forestry,CO2,MtCO₂e,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-19.7,N/A,N/A,N/A,N/A,N/A,-22.25,N/A,N/A,N/A,N/A
Côte d'Ivoire,UNFCCC_NAI,Land-Use Change and Forestry,N2O,MtCO₂e,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.12,N/A,N/A,N/A,N/A,N/A,0.22,N/A,N/A,N/A,N/A
Côte d'Ivoire,UNFCCC_NAI,Other,Aggregate F-gases,MtCO₂e,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Côte d'Ivoire,UNFCCC_NAI,Other,Aggregate GHGs,MtCO₂e,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Côte d'Ivoire,UNFCCC_NAI,Other,CH4,MtCO₂e,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Côte d'Ivoire,UNFCCC_NAI,Other,CO2,MtCO₂e,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Côte d'Ivoire,UNFCCC_NAI,Other,N2O,MtCO₂e,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Côte d'Ivoire,UNFCCC_NAI,Solvent and Other Product Use,Aggregate F-gases,MtCO₂e,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Côte d'Ivoire,UNFCCC_NAI,Solvent and Other Product Use,Aggregate GHGs,MtCO₂e,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Côte d'Ivoire,UNFCCC_NAI,Solvent and Other Product Use,CH4,MtCO₂e,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Côte d'Ivoire,UNFCCC_NAI,Solvent and Other Product Use,CO2,MtCO₂e,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Côte d'Ivoire,UNFCCC_NAI,Solvent and Other Product Use,N2O,MtCO₂e,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Côte d'Ivoire,UNFCCC_NAI,Total GHG emissions excluding LULUCF/LUCF,Aggregate F-gases,MtCO₂e,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Côte d'Ivoire,UNFCCC_NAI,Total GHG emissions excluding LULUCF/LUCF,Aggregate GHGs,MtCO₂e,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,271.2,N/A,N/A,N/A,N/A,N/A,24.73,N/A,N/A,N/A,N/A
Côte d'Ivoire,UNFCCC_NAI,Total GHG emissions excluding LULUCF/LUCF,CH4,MtCO₂e,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,25.15,N/A,N/A,N/A,N/A,N/A,18.68,N/A,N/A,N/A,N/A
Côte d'Ivoire,UNFCCC_NAI,Total GHG emissions excluding LULUCF/LUCF,CO2,MtCO₂e,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,60.37,N/A,N/A,N/A,N/A,N/A,4.35,N/A,N/A,N/A,N/A
Côte d'Ivoire,UNFCCC_NAI,Total GHG emissions excluding LULUCF/LUCF,N2O,MtCO₂e,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,185.68,N/A,N/A,N/A,N/A,N/A,1.7,N/A,N/A,N/A,N/A
Côte d'Ivoire,UNFCCC_NAI,Total GHG emissions including LULUCF/LUCF,Aggregate F-gases,MtCO₂e,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Côte d'Ivoire,UNFCCC_NAI,Total GHG emissions including LULUCF/LUCF,Aggregate GHGs,MtCO₂e,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,252.82,N/A,N/A,N/A,N/A,N/A,4.88,N/A,N/A,N/A,N/A
Côte d'Ivoire,UNFCCC_NAI,Total GHG emissions including LULUCF/LUCF,CH4,MtCO₂e,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,26.35,N/A,N/A,N/A,N/A,N/A,20.86,N/A,N/A,N/A,N/A
Côte d'Ivoire,UNFCCC_NAI,Total GHG emissions including LULUCF/LUCF,CO2,MtCO₂e,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,40.67,N/A,N/A,N/A,N/A,N/A,-17.9,N/A,N/A,N/A,N/A
Côte d'Ivoire,UNFCCC_NAI,Total GHG emissions including LULUCF/LUCF,N2O,MtCO₂e,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,185.8,N/A,N/A,N/A,N/A,N/A,1.92,N/A,N/A,N/A,N/A
Côte d'Ivoire,UNFCCC_NAI,Waste,Aggregate F-gases,MtCO₂e,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Côte d'Ivoire,UNFCCC_NAI,Waste,Aggregate GHGs,MtCO₂e,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10.0,N/A,N/A,N/A,N/A,N/A,8.84,N/A,N/A,N/A,N/A
Côte d'Ivoire,UNFCCC_NAI,Waste,CH4,MtCO₂e,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9.92,N/A,N/A,N/A,N/A,N/A,8.84,N/A,N/A,N/A,N/A
Côte d'Ivoire,UNFCCC_NAI,Waste,CO2,MtCO₂e,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Côte d'Ivoire,UNFCCC_NAI,Waste,N2O,MtCO₂e,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.08,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Cameroon,UNFCCC_NAI,Agriculture,Aggregate GHGs,MtCO₂e,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21.97,N/A,N/A,N/A,N/A,N/A,102.23,N/A,N/A,N/A,N/A
Cameroon,UNFCCC_NAI,Agriculture,CH4,MtCO₂e,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.47,N/A,N/A,N/A,N/A,N/A,15.58,N/A,N/A,N/A,N/A
Cameroon,UNFCCC_NAI,Agriculture,CO2,MtCO₂e,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Cameroon,UNFCCC_NAI,Agriculture,N2O,MtCO₂e,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15.5,N/A,N/A,N/A,N/A,N/A,86.66,N/A,N/A,N/A,N/A
Cameroon,UNFCCC_NAI,Energy,Aggregate GHGs,MtCO₂e,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.75,N/A,N/A,N/A,N/A,N/A,3.24,N/A,N/A,N/A,N/A
Cameroon,UNFCCC_NAI,Energy,CH4,MtCO₂e,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.64,N/A,N/A,N/A,N/A,N/A,0.86,N/A,N/A,N/A,N/A
Cameroon,UNFCCC_NAI,Energy,CO2,MtCO₂e,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.8,N/A,N/A,N/A,N/A,N/A,2.22,N/A,N/A,N/A,N/A
Cameroon,UNFCCC_NAI,Energy,N2O,MtCO₂e,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.31,N/A,N/A,N/A,N/A,N/A,0.16,N/A,N/A,N/A,N/A
Cameroon,UNFCCC_NAI,Industrial Processes,Aggregate GHGs,MtCO₂e,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.19,N/A,N/A,N/A,N/A,N/A,58.52,N/A,N/A,N/A,N/A
Cameroon,UNFCCC_NAI,Industrial Processes,CH4,MtCO₂e,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Cameroon,UNFCCC_NAI,Industrial Processes,CO2,MtCO₂e,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.19,N/A,N/A,N/A,N/A,N/A,0.55,N/A,N/A,N/A,N/A
Cameroon,UNFCCC_NAI,Industrial Processes,N2O,MtCO₂e,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,57.97,N/A,N/A,N/A,N/A
Cameroon,UNFCCC_NAI,Land-Use Change and Forestry,Aggregate GHGs,MtCO₂e,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-76.58,N/A,N/A,N/A,N/A,N/A,22.19,N/A,N/A,N/A,N/A
Cameroon,UNFCCC_NAI,Land-Use Change and Forestry,CH4,MtCO₂e,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.02,N/A,N/A,N/A,N/A,N/A,0.19,N/A,N/A,N/A,N/A
Cameroon,UNFCCC_NAI,Land-Use Change and Forestry,CO2,MtCO₂e,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-76.6,N/A,N/A,N/A,N/A,N/A,21.98,N/A,N/A,N/A,N/A
Cameroon,UNFCCC_NAI,Land-Use Change and Forestry,N2O,MtCO₂e,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.02,N/A,N/A,N/A,N/A
Cameroon,UNFCCC_NAI,Other,Aggregate GHGs,MtCO₂e,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Cameroon,UNFCCC_NAI,Other,CH4,MtCO₂e,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Cameroon,UNFCCC_NAI,Other,CO2,MtCO₂e,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Cameroon,UNFCCC_NAI,Other,N2O,MtCO₂e,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Cameroon,UNFCCC_NAI,Solvent and Other Product Use,Aggregate GHGs,MtCO₂e,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Cameroon,UNFCCC_NAI,Solvent and Other Product Use,CH4,MtCO₂e,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Cameroon,UNFCCC_NAI,Solvent and Other Product Use,CO2,MtCO₂e,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Cameroon,UNFCCC_NAI,Solvent and Other Product Use,N2O,MtCO₂e,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
