Country,Data source,Sector,Gas,Unit,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990
Iran,UNFCCC_NAI,Energy,N2O,MtCO₂e,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.63,N/A,N/A,N/A,N/A,N/A,2.72,N/A,N/A,N/A,N/A
Iran,UNFCCC_NAI,Industrial Processes,Aggregate F-gases,MtCO₂e,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Iran,UNFCCC_NAI,Industrial Processes,Aggregate GHGs,MtCO₂e,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31.26,N/A,N/A,N/A,N/A,N/A,25.47,N/A,N/A,N/A,N/A
Iran,UNFCCC_NAI,Industrial Processes,CH4,MtCO₂e,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.07,N/A,N/A,N/A,N/A,N/A,0.04,N/A,N/A,N/A,N/A
Iran,UNFCCC_NAI,Industrial Processes,CO2,MtCO₂e,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,28.56,N/A,N/A,N/A,N/A,N/A,24.75,N/A,N/A,N/A,N/A
Iran,UNFCCC_NAI,Industrial Processes,N2O,MtCO₂e,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.74,N/A,N/A,N/A,N/A,N/A,0.68,N/A,N/A,N/A,N/A
Iran,UNFCCC_NAI,Land-Use Change and Forestry,Aggregate F-gases,MtCO₂e,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Iran,UNFCCC_NAI,Land-Use Change and Forestry,Aggregate GHGs,MtCO₂e,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9.29,N/A,N/A,N/A,N/A,N/A,31.58,N/A,N/A,N/A,N/A
Iran,UNFCCC_NAI,Land-Use Change and Forestry,CH4,MtCO₂e,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.01,N/A,N/A,N/A,N/A,N/A,0.15,N/A,N/A,N/A,N/A
Iran,UNFCCC_NAI,Land-Use Change and Forestry,CO2,MtCO₂e,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9.28,N/A,N/A,N/A,N/A,N/A,31.42,N/A,N/A,N/A,N/A
Iran,UNFCCC_NAI,Land-Use Change and Forestry,N2O,MtCO₂e,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,0.02,N/A,N/A,N/A,N/A
Iran,UNFCCC_NAI,Other,Aggregate F-gases,MtCO₂e,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Iran,UNFCCC_NAI,Other,Aggregate GHGs,MtCO₂e,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Iran,UNFCCC_NAI,Other,CH4,MtCO₂e,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Iran,UNFCCC_NAI,Other,CO2,MtCO₂e,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Iran,UNFCCC_NAI,Other,N2O,MtCO₂e,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Iran,UNFCCC_NAI,Solvent and Other Product Use,Aggregate F-gases,MtCO₂e,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Iran,UNFCCC_NAI,Solvent and Other Product Use,Aggregate GHGs,MtCO₂e,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Iran,UNFCCC_NAI,Solvent and Other Product Use,CH4,MtCO₂e,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Iran,UNFCCC_NAI,Solvent and Other Product Use,CO2,MtCO₂e,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Iran,UNFCCC_NAI,Solvent and Other Product Use,N2O,MtCO₂e,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Iran,UNFCCC_NAI,Total GHG emissions excluding LULUCF/LUCF,Aggregate F-gases,MtCO₂e,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Iran,UNFCCC_NAI,Total GHG emissions excluding LULUCF/LUCF,Aggregate GHGs,MtCO₂e,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,483.67,N/A,N/A,N/A,N/A,N/A,385.43,N/A,N/A,N/A,N/A
Iran,UNFCCC_NAI,Total GHG emissions excluding LULUCF/LUCF,CH4,MtCO₂e,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,75.71,N/A,N/A,N/A,N/A,N/A,53.14,N/A,N/A,N/A,N/A
Iran,UNFCCC_NAI,Total GHG emissions excluding LULUCF/LUCF,CO2,MtCO₂e,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,365.91,N/A,N/A,N/A,N/A,N/A,310.65,N/A,N/A,N/A,N/A
Iran,UNFCCC_NAI,Total GHG emissions excluding LULUCF/LUCF,N2O,MtCO₂e,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,40.15,N/A,N/A,N/A,N/A,N/A,21.64,N/A,N/A,N/A,N/A
Iran,UNFCCC_NAI,Total GHG emissions including LULUCF/LUCF,Aggregate F-gases,MtCO₂e,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Iran,UNFCCC_NAI,Total GHG emissions including LULUCF/LUCF,Aggregate GHGs,MtCO₂e,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,492.95,N/A,N/A,N/A,N/A,N/A,417.01,N/A,N/A,N/A,N/A
Iran,UNFCCC_NAI,Total GHG emissions including LULUCF/LUCF,CH4,MtCO₂e,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,75.72,N/A,N/A,N/A,N/A,N/A,53.29,N/A,N/A,N/A,N/A
Iran,UNFCCC_NAI,Total GHG emissions including LULUCF/LUCF,CO2,MtCO₂e,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,375.19,N/A,N/A,N/A,N/A,N/A,342.06,N/A,N/A,N/A,N/A
Iran,UNFCCC_NAI,Total GHG emissions including LULUCF/LUCF,N2O,MtCO₂e,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,40.15,N/A,N/A,N/A,N/A,N/A,21.66,N/A,N/A,N/A,N/A
Iran,UNFCCC_NAI,Waste,Aggregate F-gases,MtCO₂e,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Iran,UNFCCC_NAI,Waste,Aggregate GHGs,MtCO₂e,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31.61,N/A,N/A,N/A,N/A,N/A,8.3,N/A,N/A,N/A,N/A
Iran,UNFCCC_NAI,Waste,CH4,MtCO₂e,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18.74,N/A,N/A,N/A,N/A,N/A,6.86,N/A,N/A,N/A,N/A
Iran,UNFCCC_NAI,Waste,CO2,MtCO₂e,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Iran,UNFCCC_NAI,Waste,N2O,MtCO₂e,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12.87,N/A,N/A,N/A,N/A,N/A,1.44,N/A,N/A,N/A,N/A
Iraq,UNFCCC_NAI,Agriculture,Aggregate GHGs,MtCO₂e,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8.08,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Iraq,UNFCCC_NAI,Agriculture,CH4,MtCO₂e,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.81,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Iraq,UNFCCC_NAI,Agriculture,CO2,MtCO₂e,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Iraq,UNFCCC_NAI,Agriculture,N2O,MtCO₂e,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.27,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Iraq,UNFCCC_NAI,Energy,Aggregate GHGs,MtCO₂e,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,54.42,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Iraq,UNFCCC_NAI,Energy,CH4,MtCO₂e,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.46,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Iraq,UNFCCC_NAI,Energy,CO2,MtCO₂e,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,53.96,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Iraq,UNFCCC_NAI,Energy,N2O,MtCO₂e,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Iraq,UNFCCC_NAI,Industrial Processes,Aggregate GHGs,MtCO₂e,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.42,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Iraq,UNFCCC_NAI,Industrial Processes,CH4,MtCO₂e,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Iraq,UNFCCC_NAI,Industrial Processes,CO2,MtCO₂e,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.42,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Iraq,UNFCCC_NAI,Industrial Processes,N2O,MtCO₂e,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Iraq,UNFCCC_NAI,Land-Use Change and Forestry,Aggregate GHGs,MtCO₂e,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Iraq,UNFCCC_NAI,Land-Use Change and Forestry,CH4,MtCO₂e,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Iraq,UNFCCC_NAI,Land-Use Change and Forestry,CO2,MtCO₂e,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Iraq,UNFCCC_NAI,Land-Use Change and Forestry,N2O,MtCO₂e,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Iraq,UNFCCC_NAI,Other,Aggregate GHGs,MtCO₂e,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Iraq,UNFCCC_NAI,Other,CH4,MtCO₂e,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Iraq,UNFCCC_NAI,Other,CO2,MtCO₂e,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Iraq,UNFCCC_NAI,Other,N2O,MtCO₂e,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Iraq,UNFCCC_NAI,Solvent and Other Product Use,Aggregate GHGs,MtCO₂e,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Iraq,UNFCCC_NAI,Solvent and Other Product Use,CH4,MtCO₂e,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Iraq,UNFCCC_NAI,Solvent and Other Product Use,CO2,MtCO₂e,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Iraq,UNFCCC_NAI,Solvent and Other Product Use,N2O,MtCO₂e,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Iraq,UNFCCC_NAI,Total GHG emissions excluding LULUCF/LUCF,Aggregate GHGs,MtCO₂e,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,72.66,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Iraq,UNFCCC_NAI,Total GHG emissions excluding LULUCF/LUCF,CH4,MtCO₂e,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.7,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Iraq,UNFCCC_NAI,Total GHG emissions excluding LULUCF/LUCF,CO2,MtCO₂e,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,60.38,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Iraq,UNFCCC_NAI,Total GHG emissions excluding LULUCF/LUCF,N2O,MtCO₂e,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.58,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Iraq,UNFCCC_NAI,Total GHG emissions including LULUCF/LUCF,Aggregate GHGs,MtCO₂e,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,72.66,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Iraq,UNFCCC_NAI,Total GHG emissions including LULUCF/LUCF,CH4,MtCO₂e,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.7,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Iraq,UNFCCC_NAI,Total GHG emissions including LULUCF/LUCF,CO2,MtCO₂e,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,60.38,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Iraq,UNFCCC_NAI,Total GHG emissions including LULUCF/LUCF,N2O,MtCO₂e,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.58,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Iraq,UNFCCC_NAI,Waste,Aggregate GHGs,MtCO₂e,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.73,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Iraq,UNFCCC_NAI,Waste,CH4,MtCO₂e,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.42,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Iraq,UNFCCC_NAI,Waste,CO2,MtCO₂e,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Iraq,UNFCCC_NAI,Waste,N2O,MtCO₂e,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.31,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Israel,UNFCCC_NAI,Agriculture,Aggregate F-gases,MtCO₂e,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Israel,UNFCCC_NAI,Agriculture,Aggregate GHGs,MtCO₂e,N/A,2.15,2.08,2.13,2.09,2.01,1.94,1.93,2.36,2.36,2.46,2.53,2.43,2.31,2.27,2.21,N/A,N/A,2.22,N/A,N/A,N/A,2.07,N/A,N/A,N/A,N/A,N/A,N/A
Israel,UNFCCC_NAI,Agriculture,CH4,MtCO₂e,N/A,0.83,0.83,0.85,0.82,0.82,0.8,0.79,0.96,0.94,0.96,0.93,0.93,0.88,0.84,0.83,N/A,N/A,0.92,N/A,N/A,N/A,0.89,N/A,N/A,N/A,N/A,N/A,N/A
Israel,UNFCCC_NAI,Agriculture,CO2,MtCO₂e,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Israel,UNFCCC_NAI,Agriculture,N2O,MtCO₂e,N/A,1.32,1.25,1.28,1.27,1.2,1.15,1.15,1.4,1.42,1.5,1.6,1.5,1.43,1.43,1.38,N/A,N/A,1.3,N/A,N/A,N/A,1.18,N/A,N/A,N/A,N/A,N/A,N/A
Israel,UNFCCC_NAI,Energy,Aggregate F-gases,MtCO₂e,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Israel,UNFCCC_NAI,Energy,Aggregate GHGs,MtCO₂e,N/A,63.19,63.33,64.0,62.11,64.24,70.32,65.01,63.2,61.55,63.99,64.43,61.6,60.67,60.61,60.75,N/A,N/A,59.05,N/A,N/A,N/A,50.6,N/A,N/A,N/A,N/A,N/A,N/A
Israel,UNFCCC_NAI,Energy,CH4,MtCO₂e,N/A,0.09,0.09,0.09,0.08,0.08,0.08,0.08,0.08,0.07,0.08,0.07,0.07,0.07,0.07,0.07,N/A,N/A,0.07,N/A,N/A,N/A,0.07,N/A,N/A,N/A,N/A,N/A,N/A
Israel,UNFCCC_NAI,Energy,CO2,MtCO₂e,N/A,62.93,63.06,63.72,61.84,63.96,69.99,64.72,62.91,61.26,63.7,64.13,61.31,60.38,60.32,60.46,N/A,N/A,58.76,N/A,N/A,N/A,50.34,N/A,N/A,N/A,N/A,N/A,N/A
Israel,UNFCCC_NAI,Energy,N2O,MtCO₂e,N/A,0.17,0.18,0.19,0.19,0.2,0.25,0.22,0.21,0.21,0.22,0.23,0.22,0.22,0.22,0.23,N/A,N/A,0.21,N/A,N/A,N/A,0.18,N/A,N/A,N/A,N/A,N/A,N/A
Israel,UNFCCC_NAI,Industrial Processes,Aggregate F-gases,MtCO₂e,N/A,3.88,4.35,3.66,2.31,2.78,2.21,2.09,1.52,0.92,1.82,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Israel,UNFCCC_NAI,Industrial Processes,Aggregate GHGs,MtCO₂e,N/A,6.28,7.28,6.82,5.61,5.92,5.48,5.04,4.47,3.58,5.02,3.34,3.26,3.2,2.99,2.85,N/A,N/A,2.81,N/A,N/A,N/A,2.43,N/A,N/A,N/A,N/A,N/A,N/A
Israel,UNFCCC_NAI,Industrial Processes,CH4,MtCO₂e,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Israel,UNFCCC_NAI,Industrial Processes,CO2,MtCO₂e,N/A,2.13,2.13,2.38,2.44,2.33,2.42,2.42,2.18,1.96,2.35,2.44,2.43,2.33,2.12,2.06,N/A,N/A,2.3,N/A,N/A,N/A,1.89,N/A,N/A,N/A,N/A,N/A,N/A
Israel,UNFCCC_NAI,Industrial Processes,N2O,MtCO₂e,N/A,0.26,0.79,0.79,0.85,0.8,0.84,0.53,0.77,0.7,0.85,0.9,0.82,0.87,0.87,0.79,N/A,N/A,0.51,N/A,N/A,N/A,0.54,N/A,N/A,N/A,N/A,N/A,N/A
Israel,UNFCCC_NAI,Land-Use Change and Forestry,Aggregate F-gases,MtCO₂e,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Israel,UNFCCC_NAI,Land-Use Change and Forestry,Aggregate GHGs,MtCO₂e,N/A,-0.18,-0.21,-0.14,-0.16,-0.29,-0.32,-0.41,-0.41,-0.37,-0.35,-0.38,-0.4,-0.38,-0.27,-0.29,N/A,N/A,-0.21,N/A,N/A,N/A,-0.37,N/A,N/A,N/A,N/A,N/A,N/A
