assessment_id,type,scope_item_id,co2,ch4,n2o,other,total,co2_biogenic
1,Déclaration,1,624.0,1.0,3.0,0.0,628.0,0.0
1,Déclaration,2,4565.0,2.0,42.0,0.0,4609.0,266.0
1,Déclaration,3,0.0,0.0,0.0,0.0,0.0,0.0
1,Déclaration,4,0.0,0.0,0.0,780.0,780.0,0.0
1,Déclaration,5,0.0,0.0,0.0,0.0,0.0,0.0
1,Déclaration,6,,,,,2170.0,0.0
1,Déclaration,7,,,,,,0.0
1,Déclaration,8,,,,,1855.0,
1,Déclaration,9,,,,,13221.0,
1,Déclaration,10,,,,,23536.0,
1,Déclaration,11,,,,,99.0,
1,Déclaration,12,,,,,1303.0,
1,Déclaration,13,,,,,2127.0,
1,Déclaration,16,,,,,5367.0,
1,Déclaration,22,,,,,12423.0,
2,Déclaration,1,786.13,0.04,0.02,0.0,786.19,0.0
2,Déclaration,2,0.0,0.0,0.0,0.0,0.0,0.0
2,Déclaration,3,0.0,0.0,0.0,0.0,0.0,0.0
2,Déclaration,4,0.0,0.0,0.0,0.0,0.0,0.0
2,Déclaration,5,0.0,0.0,0.0,0.0,0.0,0.0
2,Déclaration,6,,,,,516.26,0.0
2,Déclaration,7,,,,,,0.0
2,Déclaration,8,,,,,7.25,
2,Déclaration,13,,,,,1156.84,
3,Déclaration,1,787.0,0.0,0.0,12.0,799.0,0.0
3,Déclaration,2,25.0,0.0,0.0,0.0,25.0,1.0
3,Déclaration,3,0.0,0.0,0.0,0.0,0.0,0.0
3,Déclaration,4,0.0,0.0,0.0,0.0,0.0,0.0
3,Déclaration,5,0.0,0.0,0.0,0.0,0.0,0.0
3,Déclaration,6,,,,,382.0,0.0
3,Déclaration,7,,,,,,0.0
4,Déclaration,1,19686.0,0.0,0.0,0.0,19686.0,0.0
4,Déclaration,2,125.0,0.0,0.0,0.0,125.0,0.0
4,Déclaration,3,0.0,0.0,0.0,0.0,0.0,0.0
4,Déclaration,4,0.0,0.0,0.0,0.0,0.0,0.0
4,Déclaration,5,0.0,0.0,0.0,0.0,0.0,0.0
4,Déclaration,6,,,,,,0.0
4,Déclaration,7,,,,,,0.0
4,Déclaration,9,,,,,4385.0,
4,Déclaration,10,,,,,7681.0,
4,Déclaration,11,,,,,21699.0,
4,Déclaration,12,,,,,609.0,
4,Déclaration,13,,,,,14300.0,
5,Déclaration,1,494.37,0.0,0.0,0.0,494.37,0.0
5,Déclaration,2,482.79,0.0,0.0,0.0,482.79,0.0
5,Déclaration,3,0.0,0.0,0.0,0.0,0.0,0.0
5,Déclaration,4,0.0,0.0,0.0,0.0,0.0,0.0
5,Déclaration,5,0.0,0.0,0.0,0.0,0.0,0.0
5,Déclaration,6,,,,,113.1,0.0
5,Déclaration,7,,,,,,0.0
6,Déclaration,1,1746.44,0.0,0.0,0.0,1746.44,0.0
6,Déclaration,2,1258.17,0.0,0.0,0.0,1258.17,2.52
6,Déclaration,3,0.0,0.0,0.0,0.0,0.0,0.0
6,Déclaration,4,0.0,76.38,0.0,0.0,76.38,0.0
6,Déclaration,5,0.0,0.0,0.0,0.0,0.0,0.0
6,Déclaration,6,,,,,1416.92,0.0
6,Déclaration,7,,,,,68.26,0.0
6,Déclaration,8,,,,,411.9,14.42
6,Déclaration,9,,,,,3312.86,
6,Déclaration,10,,,,,1570.26,
6,Déclaration,11,,,,,534.67,
6,Déclaration,16,,,,,1038.5,
6,Déclaration,22,,,,,654.13,
7,Déclaration,1,17487.0,2.0,1.0,0.0,17490.0,0.0
7,Déclaration,2,312.0,0.0,0.0,0.0,312.0,0.0
7,Déclaration,3,0.0,0.0,0.0,0.0,0.0,0.0
7,Déclaration,4,0.0,0.0,0.0,0.0,0.0,0.0
7,Déclaration,5,0.0,0.0,0.0,0.0,0.0,0.0
7,Déclaration,6,,,,,409.0,0.0
7,Déclaration,7,,,,,22910.0,0.0
8,Déclaration,1,918.0,0.0,0.0,0.0,918.0,0.0
8,Déclaration,2,2586.0,0.0,0.0,0.0,2586.0,148.0
8,Déclaration,3,0.0,0.0,0.0,0.0,0.0,0.0
8,Déclaration,4,0.0,0.0,0.0,628.0,628.0,0.0
8,Déclaration,5,0.0,0.0,0.0,0.0,0.0,0.0
8,Déclaration,6,,,,,2432.0,0.0
8,Déclaration,7,,,,,,0.0
10,Déclaration,1,2095.0,0.0,0.0,0.0,2095.0,23.0
10,Déclaration,2,110.0,0.0,0.0,0.0,110.0,0.0
10,Déclaration,3,0.0,0.0,0.0,0.0,0.0,0.0
10,Déclaration,4,0.0,0.0,0.0,0.0,0.0,0.0
10,Déclaration,5,0.0,0.0,0.0,79.0,79.0,0.0
10,Déclaration,6,,,,,231.0,0.0
10,Déclaration,7,,,,,,0.0
10,Déclaration,8,,,,,165.0,23.0
10,Déclaration,9,,,,,286.0,
10,Déclaration,10,,,,,285.0,
10,Déclaration,11,,,,,29.0,
10,Déclaration,13,,,,,46.0,
10,Déclaration,16,,,,,9.0,
10,Déclaration,22,,,,,407.0,
10,Déclaration,23,,,,,3044.0,
11,Déclaration,1,385.0,0.0,0.0,6.0,391.0,0.0
11,Déclaration,2,256.0,0.0,0.0,2.0,258.0,15.0
11,Déclaration,3,0.0,0.0,0.0,0.0,0.0,0.0
11,Déclaration,4,0.0,0.0,0.0,68.0,68.0,0.0
11,Déclaration,5,0.0,0.0,0.0,0.0,0.0,0.0
11,Déclaration,6,,,,,229.0,0.0
11,Déclaration,7,,,,,57.0,0.0
11,Déclaration,8,,,,,141.0,-15.0
11,Déclaration,9,,,,,11276.0,
11,Déclaration,10,,,,,1934.0,
11,Déclaration,11,,,,,15.0,
11,Déclaration,12,,,,,7.0,
11,Déclaration,13,,,,,1200.0,
11,Déclaration,14,,,,,1.0,
11,Déclaration,16,,,,,672.0,
11,Déclaration,17,,,,,54.0,
11,Déclaration,18,,,,,1036.0,
11,Déclaration,22,,,,,767.0,
11,Déclaration,23,,,,,53654.0,
12,Déclaration,1,430.0,0.036,0.0174,0.0,430.0534,0.0
12,Déclaration,2,53.0,0.0031,0.0016,0.0,53.0047,3.0
12,Déclaration,3,0.0,0.0,0.0,0.0,0.0,0.0
12,Déclaration,4,0.0,0.0,0.0,0.0,0.0,0.0
12,Déclaration,5,0.0,0.0,0.0,51.0,51.0,0.0
12,Déclaration,6,,,,,99.0,0.0
12,Déclaration,7,,,,,,0.0
13,Déclaration,1,358.0,0.0,1.0,0.0,359.0,0.0
13,Déclaration,2,108.0,0.0,1.0,0.0,109.0,7.0
13,Déclaration,3,0.0,0.0,0.0,414.0,414.0,0.0
13,Déclaration,4,0.0,0.0,0.0,0.0,0.0,0.0
13,Déclaration,5,0.0,0.0,0.0,0.0,0.0,0.0
13,Déclaration,6,,,,,36.0,0.0
13,Déclaration,7,,,,,,0.0
13,Déclaration,8,,,,,98.0,-7.0
13,Référence,1,530.0,1.0,6.0,0.0,537.0,0.0
13,Référence,2,79.0,0.0,1.0,0.0,80.0,4.0
13,Référence,3,0.0,0.0,0.0,156.0,156.0,0.0
13,Référence,4,0.0,0.0,0.0,0.0,,0.0
13,Référence,5,0.0,0.0,0.0,0.0,,0.0
13,Référence,6,,,,,48.0,0.0
13,Référence,7,,,,,,0.0
13,Référence,8,,,,,139.0,-4.0
14,Déclaration,1,6344.042,0.017,0.007,0.0,6344.066,0.0
14,Déclaration,2,11959.772,0.18,0.362,0.0,11960.314,0.0
14,Déclaration,3,1.016,0.0,0.0,0.0,1.016,0.0
14,Déclaration,4,0.0,0.0,0.0,0.0,0.0,0.0
14,Déclaration,5,0.0,389.755,0.0,9354.12,9743.875,0.0
14,Déclaration,6,,,,,313.904,0.0
14,Déclaration,7,,,,,,0.0
15,Déclaration,1,2480.0,0.0,0.0,0.0,2480.0,0.0
15,Déclaration,2,203.0,0.0,0.0,0.0,203.0,11.0
15,Déclaration,3,0.0,0.0,0.0,92.0,92.0,0.0
15,Déclaration,4,0.0,0.0,0.0,0.0,0.0,0.0
15,Déclaration,5,0.0,0.0,0.0,0.0,0.0,0.0
15,Déclaration,6,,,,,254.0,0.0
15,Déclaration,7,,,,,,0.0
15,Déclaration,8,,,,,579.0,-11.0
16,Déclaration,1,31.667,0.003,0.001,0.0,31.671,0.0
16,Déclaration,2,9641.761,0.145,0.292,0.0,9642.198,561.0970775
16,Déclaration,3,0.575,0.0,0.0,0.0,0.575,0.0
16,Déclaration,4,0.0,0.0,0.0,0.0,0.0,0.0
16,Déclaration,5,0.0,0.0,0.0,0.0,0.0,0.0
16,Déclaration,6,,,,,173.16,0.0
16,Déclaration,7,,,,,,0.0
17,Déclaration,1,915.0,0.0,0.0,0.0,915.0,0.0
17,Déclaration,2,1346.0,0.0,0.0,0.0,1346.0,78.0
17,Déclaration,3,0.0,0.0,0.0,0.0,0.0,0.0
17,Déclaration,4,0.0,0.0,0.0,0.0,0.0,0.0
17,Déclaration,5,0.0,0.0,0.0,0.0,0.0,0.0
17,Déclaration,6,,,,,424.0,0.0
17,Déclaration,7,,,,,,0.0
17,Déclaration,8,,,,,645.0,-78.0
17,Déclaration,9,,,,,520.0,
17,Déclaration,10,,,,,6481.0,
17,Déclaration,13,,,,,26.0,
17,Déclaration,16,,,,,830.0,
17,Déclaration,17,,,,,3.0,
17,Déclaration,22,,,,,129.0,
18,Déclaration,1,15660.0,2.0,1.0,0.0,15663.0,0.0
18,Déclaration,2,25309.0,1.0,1.0,0.0,25311.0,1401.0
18,Déclaration,3,0.0,0.0,0.0,0.0,0.0,0.0
18,Déclaration,4,0.0,0.0,0.0,825.0,825.0,0.0
18,Déclaration,5,0.0,0.0,0.0,0.0,0.0,0.0
18,Déclaration,6,,,,,2792.0,0.0
18,Déclaration,7,,,,,,0.0
18,Déclaration,8,,,,,10046.0,
18,Déclaration,9,,,,,13560.0,
18,Déclaration,10,,,,,25373.0,
18,Déclaration,11,,,,,2507.0,
18,Déclaration,13,,,,,208.0,
18,Déclaration,14,,,,,3.0,
18,Déclaration,16,,,,,3450.0,
18,Déclaration,18,,,,,50.0,
18,Déclaration,22,,,,,19774.0,
18,Déclaration,23,,,,,4555.0,
19,Déclaration,1,4705.76,0.0,0.0,0.0,4705.76,0.0
19,Déclaration,2,2322.0,0.0,0.0,0.0,2322.0,0.0
19,Déclaration,3,0.0,0.0,0.0,0.0,0.0,0.0
19,Déclaration,4,0.0,0.0,0.0,0.0,0.0,0.0
19,Déclaration,5,0.0,0.0,0.0,0.0,0.0,0.0
19,Déclaration,6,,,,,787.0,0.0
19,Déclaration,7,,,,,,0.0
19,Déclaration,8,,,,,853.04,
19,Déclaration,9,,,,,5706.17,
19,Déclaration,10,,,,,13865.0,
19,Déclaration,12,,,,,5.61,
19,Déclaration,17,,,,,11.34,
19,Déclaration,22,,,,,10419.0,
20,Déclaration,1,6079.0,0.0,0.0,0.0,6079.0,0.0
20,Déclaration,2,12779.0,0.0,0.0,0.0,12779.0,0.0
20,Déclaration,3,0.0,0.0,0.0,0.0,0.0,0.0
20,Déclaration,4,0.0,0.0,0.0,0.0,0.0,0.0
20,Déclaration,5,0.0,0.0,0.0,0.0,0.0,0.0
20,Déclaration,6,,,,,798.0,0.0
20,Déclaration,7,,,,,2480.0,0.0
20,Déclaration,9,,,,,13043.0,
20,Déclaration,10,,,,,4431.0,
20,Déclaration,11,,,,,187.0,
20,Déclaration,12,,,,,1193.0,
20,Déclaration,13,,,,,896.0,
20,Déclaration,16,,,,,2263.0,
20,Déclaration,22,,,,,10642.0,
20,Référence,1,5670.0,0.0,0.0,0.0,5670.0,0.0
20,Référence,2,12037.0,0.0,0.0,0.0,12037.0,0.0
20,Référence,3,0.0,0.0,0.0,0.0,,0.0
20,Référence,4,0.0,0.0,0.0,0.0,,0.0
20,Référence,5,0.0,0.0,0.0,0.0,,0.0
20,Référence,6,,,,,861.0,0.0
20,Référence,7,,,,,2911.0,0.0
20,Référence,9,,,,,12539.0,
20,Référence,10,,,,,4930.0,
20,Référence,11,,,,,213.0,
20,Référence,12,,,,,855.0,
20,Référence,13,,,,,575.0,
20,Référence,16,,,,,1722.0,
20,Référence,22,,,,,11181.0,
23,Déclaration,1,8377.0,1.0,0.0,0.0,8378.0,0.0
23,Déclaration,2,2786.0,0.0,0.0,0.0,2786.0,161.0
23,Déclaration,3,0.0,0.0,0.0,0.0,0.0,0.0
23,Déclaration,4,0.0,0.0,0.0,0.0,0.0,0.0
23,Déclaration,5,0.0,0.0,0.0,0.0,0.0,0.0
23,Déclaration,6,,,,,902.0,0.0
23,Déclaration,7,,,,,231.0,0.0
23,Déclaration,8,,,,,2621.0,
23,Déclaration,9,,,,,4768.0,
23,Déclaration,10,,,,,15111.0,
23,Déclaration,11,,,,,902.0,
23,Déclaration,12,,,,,0.0,
23,Déclaration,13,,,,,5259.0,
23,Déclaration,14,,,,,0.0,
23,Déclaration,15,,,,,0.0,
23,Déclaration,16,,,,,0.0,
23,Déclaration,17,,,,,0.0,
23,Déclaration,18,,,,,0.0,
23,Déclaration,19,,,,,0.0,
23,Déclaration,20,,,,,0.0,
23,Déclaration,21,,,,,0.0,
23,Déclaration,22,,,,,535.0,
23,Déclaration,23,,,,,11339.0,
24,Déclaration,1,352.0,0.0,0.0,0.0,352.0,0.0
24,Déclaration,2,124.0,0.0,0.0,0.0,124.0,7.0
24,Déclaration,3,0.0,0.0,0.0,0.0,0.0,0.0
24,Déclaration,4,0.0,0.0,0.0,0.0,0.0,0.0
24,Déclaration,5,0.0,0.0,0.0,72.0,72.0,0.0
24,Déclaration,6,,,,,52.0,0.0
24,Déclaration,7,,,,,,0.0
24,Déclaration,8,,,,,260.0,-7.0
25,Déclaration,1,1451.0,22.0,44.0,0.0,1517.0,0.0
25,Déclaration,2,0.0,0.0,0.0,16203.0,16203.0,0.0
25,Déclaration,3,759.0,0.0,0.0,0.0,759.0,0.0
25,Déclaration,4,270.0,0.0,0.0,0.0,270.0,0.0
25,Déclaration,5,154.0,7.0,5.0,0.0,166.0,0.0
25,Déclaration,6,,,,,538.0,0.0
25,Déclaration,7,,,,,,0.0
25,Déclaration,13,,,,,205.0,
27,Déclaration,1,1430.6,89.1,15.1,0.0,1534.8,0.0
27,Déclaration,2,353.8,5.4,6.7,0.0,365.9,0.0
27,Déclaration,3,0.0,0.0,0.0,0.0,0.0,0.0
27,Déclaration,4,0.0,0.0,0.0,70.1,70.1,0.0
27,Déclaration,5,0.0,0.0,0.0,0.0,0.0,0.0
27,Déclaration,6,,,,,124.5,0.0
27,Déclaration,7,,,,,,0.0
27,Référence,1,1760.0,16.0,11.0,0.0,1787.0,0.0
27,Référence,2,162.0,0.3,0.5,0.0,162.8,0.0
27,Référence,3,0.0,0.0,0.0,0.0,,0.0
27,Référence,4,0.0,0.0,0.0,82.0,82.0,0.0
27,Référence,5,0.0,0.0,0.0,0.0,,0.0
27,Référence,6,,,,,139.0,0.0
27,Référence,7,,,,,,0.0
29,Déclaration,1,303.0,0.0,0.0,0.0,303.0,0.0
29,Déclaration,2,421.0,0.0,0.0,0.0,421.0,25.0
29,Déclaration,3,0.0,0.0,0.0,0.0,0.0,0.0
29,Déclaration,4,0.0,0.0,0.0,13.0,13.0,0.0
29,Déclaration,5,0.0,0.0,0.0,0.0,0.0,0.0
29,Déclaration,6,,,,,579.0,0.0
29,Déclaration,7,,,,,,0.0
29,Déclaration,8,,,,,311.0,
29,Déclaration,13,,,,,24796.0,
30,Déclaration,1,2724.0,0.2,0.1,0.0,2724.3,0.0
30,Déclaration,2,292.0,0.01,0.01,0.0,292.02,16.0
30,Déclaration,3,0.0,0.0,0.0,0.0,0.0,0.0
30,Déclaration,4,0.0,0.0,0.0,79.0,79.0,0.0
30,Déclaration,5,0.0,0.0,0.0,0.0,0.0,0.0
30,Déclaration,6,,,,,393.0,0.0
30,Déclaration,7,,,,,,0.0
31,Déclaration,1,339.0,1.0,0.0,20.0,360.0,0.0
31,Déclaration,2,0.0,0.0,0.0,0.0,0.0,0.0
31,Déclaration,3,0.0,0.0,0.0,0.0,0.0,0.0
31,Déclaration,4,0.0,0.0,0.0,0.0,0.0,0.0
31,Déclaration,5,0.0,0.0,0.0,0.0,0.0,0.0
31,Déclaration,6,,,,,1306.0,0.0
31,Déclaration,7,,,,,,0.0
31,Déclaration,9,,,,,156.0,
31,Déclaration,10,,,,,137.0,
31,Déclaration,11,,,,,60.0,
31,Déclaration,12,,,,,51.0,
31,Déclaration,13,,,,,1238.0,
31,Déclaration,17,,,,,259.0,
31,Déclaration,22,,,,,3372.0,
31,Déclaration,23,,,,,82.0,
32,Déclaration,1,0.0,0.0,0.0,0.0,0.0,0.0
32,Déclaration,2,0.0,0.0,0.0,0.0,0.0,0.0
32,Déclaration,3,0.0,0.0,0.0,0.0,0.0,0.0
32,Déclaration,4,0.0,0.0,0.0,0.0,0.0,0.0
32,Déclaration,5,0.0,0.0,0.0,0.0,0.0,0.0
32,Déclaration,6,,,,,177.0,0.0
32,Déclaration,7,,,,,,0.0
32,Déclaration,9,,,,,391.0,
32,Déclaration,10,,,,,182.0,
32,Déclaration,11,,,,,39.0,
32,Déclaration,12,,,,,62.0,
32,Déclaration,13,,,,,2106.0,
32,Déclaration,17,,,,,64.0,
32,Déclaration,22,,,,,1797.0,
32,Déclaration,23,,,,,20.0,
33,Déclaration,1,4311.0,0.0,0.0,0.0,4311.0,31.0
33,Déclaration,2,7804.0,0.0,0.0,0.0,7804.0,392.0
33,Déclaration,3,0.0,0.0,0.0,0.0,0.0,0.0
33,Déclaration,4,0.0,0.0,0.0,0.0,0.0,0.0
33,Déclaration,5,0.0,0.0,0.0,0.0,0.0,0.0
33,Déclaration,6,,,,,698.0,0.0
33,Déclaration,7,,,,,34.0,0.0
33,Déclaration,8,,,,,2819.0,
33,Déclaration,9,,,,,13396.0,
33,Déclaration,10,,,,,5377.0,
33,Déclaration,11,,,,,70.0,
33,Déclaration,13,,,,,244.0,
33,Déclaration,17,,,,,208.0,
33,Déclaration,22,,,,,3540.0,
34,Déclaration,1,4943.0,0.0,0.0,0.0,4943.0,0.0
34,Déclaration,2,863.0,0.0,0.0,0.0,863.0,46.0
34,Déclaration,3,0.0,0.0,0.0,0.0,0.0,0.0
34,Déclaration,4,589.0,0.0,0.0,0.0,589.0,0.0
34,Déclaration,5,0.0,0.0,0.0,0.0,0.0,0.0
34,Déclaration,6,,,,,2104.0,0.0
34,Déclaration,7,,,,,,0.0
34,Déclaration,8,,,,,1148.0,
34,Déclaration,23,,,,,1158.0,
35,Déclaration,1,1831.0,0.0,0.0,0.0,1831.0,0.0
35,Déclaration,2,0.0,0.0,0.0,0.0,0.0,0.0
35,Déclaration,3,0.0,0.0,0.0,0.0,0.0,0.0
35,Déclaration,4,0.0,0.0,0.0,0.0,0.0,0.0
35,Déclaration,5,0.0,0.0,0.0,0.0,0.0,0.0
35,Déclaration,6,,,,,80.0,0.0
35,Déclaration,7,,,,,,0.0
35,Déclaration,9,,,,,493.0,
36,Déclaration,1,715.0,0.0,0.0,0.0,715.0,0.0
36,Déclaration,2,116.0,0.0,0.0,0.0,116.0,7.0
36,Déclaration,3,0.0,0.0,0.0,0.0,0.0,0.0
36,Déclaration,4,0.0,0.0,0.0,1310.0,1310.0,0.0
36,Déclaration,5,0.0,0.0,0.0,0.0,0.0,0.0
36,Déclaration,6,,,,,474.0,0.0
36,Déclaration,7,,,,,,0.0
36,Déclaration,8,,,,,302.0,-7.0
37,Déclaration,1,1431.0,0.12,0.06,0.0,1431.18,0.0
37,Déclaration,2,163.0,0.0002,0.005,0.0,163.0052,10.0
37,Déclaration,3,0.0,0.0,0.0,0.0,0.0,0.0
37,Déclaration,4,0.0,0.0,0.0,212.0,212.0,0.0
37,Déclaration,5,0.0,0.0,0.0,0.0,0.0,0.0
37,Déclaration,6,,,,,446.0,0.0
37,Déclaration,7,,,,,,0.0
37,Déclaration,8,,,,,467.0,-10.0
37,Déclaration,9,,,,,2531.0,
37,Déclaration,10,,,,,1726.0,
37,Déclaration,11,,,,,5.0,
37,Déclaration,13,,,,,742.0,
37,Déclaration,17,,,,,494.0,
37,Déclaration,22,,,,,1910.0,
38,Déclaration,1,9410.3,0.0,0.0,0.0,9410.3,0.7
38,Déclaration,2,2427.9,0.0,0.0,0.0,2427.9,0.0
38,Déclaration,3,0.0,0.0,0.0,0.0,0.0,0.0
38,Déclaration,4,0.0,0.0,0.0,0.0,0.0,0.0
38,Déclaration,5,0.0,0.0,0.0,0.0,0.0,0.0
38,Déclaration,6,,,,,1209.8,0.0
38,Déclaration,7,,,,,1309.4,0.0
39,Déclaration,1,4351.0,0.0,0.0,0.0,4351.0,0.0
39,Déclaration,2,688.0,0.0,0.0,0.0,688.0,40.0
39,Déclaration,3,0.0,0.0,0.0,0.0,0.0,0.0
39,Déclaration,4,0.0,0.0,0.0,0.0,0.0,0.0
39,Déclaration,5,0.0,0.0,0.0,0.0,0.0,0.0
39,Déclaration,6,,,,,1119.0,0.0
39,Déclaration,7,,,,,,0.0
39,Déclaration,8,,,,,1266.0,-39.0
39,Déclaration,9,,,,,3903.0,
39,Déclaration,10,,,,,2033.0,
39,Déclaration,13,,,,,28.0,
39,Déclaration,16,,,,,9196.0,
39,Déclaration,22,,,,,4256.0,
41,Déclaration,1,1296.0,0.0,0.0,0.0,1296.0,980.0
41,Déclaration,2,4672.0,0.0,0.0,0.0,4672.0,4047.0
41,Déclaration,3,0.0,0.0,0.0,0.0,0.0,0.0
41,Déclaration,4,0.0,0.0,0.0,0.0,0.0,0.0
41,Déclaration,5,0.0,0.0,0.0,0.0,0.0,0.0
41,Déclaration,6,,,,,494.0,408.0
41,Déclaration,7,,,,,,0.0
41,Déclaration,22,,,,,325.0,
41,Référence,1,1025.0,0.0,0.0,0.0,1025.0,1025.0
41,Référence,2,3688.0,0.0,0.0,0.0,3688.0,3688.0
41,Référence,3,0.0,0.0,0.0,0.0,,0.0
41,Référence,4,0.0,0.0,0.0,0.0,,0.0
41,Référence,5,0.0,0.0,0.0,0.0,,0.0
41,Référence,6,,,,,596.0,0.0
41,Référence,7,,,,,,0.0
41,Référence,22,,,,,476.0,
42,Déclaration,1,544.0,0.0,0.0,0.0,544.0,0.0
42,Déclaration,2,13.0,0.0,0.0,0.0,13.0,1.0
42,Déclaration,3,0.0,0.0,0.0,0.0,0.0,0.0
42,Déclaration,4,0.0,0.0,0.0,0.0,0.0,0.0
42,Déclaration,5,0.0,0.0,0.0,0.0,0.0,0.0
42,Déclaration,6,,,,,,0.0
42,Déclaration,7,,,,,69.0,0.0
42,Déclaration,8,,,,,124.0,-1.0
42,Déclaration,9,,,,,417.0,
42,Déclaration,10,,,,,98.0,
42,Déclaration,11,,,,,82.0,4.0
42,Déclaration,12,,,,,33.0,
42,Déclaration,13,,,,,43.0,
42,Déclaration,22,,,,,118.0,
43,Déclaration,1,931.0,0.0,0.0,0.0,931.0,0.0
43,Déclaration,2,1696.0,0.0,0.0,0.0,1696.0,99.0
43,Déclaration,3,0.0,0.0,0.0,0.0,0.0,0.0
43,Déclaration,4,0.0,0.0,0.0,1.0,1.0,0.0
43,Déclaration,5,0.0,0.0,0.0,0.0,0.0,0.0
43,Déclaration,6,,,,,235.0,0.0
43,Déclaration,7,,,,,,0.0
43,Déclaration,8,,,,,681.0,
43,Déclaration,9,,,,,449.0,
43,Déclaration,10,,,,,580.0,
43,Déclaration,11,,,,,527.0,
43,Déclaration,12,,,,,211.0,
43,Déclaration,13,,,,,1.0,
43,Déclaration,16,,,,,453.0,
43,Déclaration,17,,,,,145.0,
43,Déclaration,19,,,,,-270.0,
43,Déclaration,22,,,,,333.0,
43,Déclaration,23,,,,,1259.0,
44,Déclaration,1,16415.0,2.0,1.0,0.0,16418.0,0.0
44,Déclaration,2,683.0,0.0,0.0,0.0,683.0,40.0
44,Déclaration,3,335.0,0.0,0.0,0.0,335.0,0.0
44,Déclaration,4,0.0,0.0,0.0,602.0,602.0,0.0
44,Déclaration,5,0.0,0.0,0.0,0.0,0.0,0.0
44,Déclaration,6,,,,,1089.0,0.0
44,Déclaration,7,,,,,,0.0
44,Déclaration,8,,,,,1097.0,-40.0
44,Déclaration,9,,,,,3581.0,
44,Déclaration,10,,,,,1419.0,
44,Déclaration,22,,,,,519.0,
44,Déclaration,23,,,,,17.0,
45,Déclaration,1,133.909,0.012,0.006,0.0,133.927,0.0
45,Déclaration,2,1678.453,0.021,0.043,0.0,1678.517,82.031
45,Déclaration,3,0.0,0.0,0.0,0.0,0.0,0.0
45,Déclaration,4,0.0,0.0,0.0,0.0,0.0,0.0
45,Déclaration,5,0.0,0.0,0.0,0.0,0.0,0.0
45,Déclaration,6,,,,,458.261,0.0
45,Déclaration,7,,,,,,0.0
45,Déclaration,8,,,,,423.903,
45,Déclaration,9,,,,,115.449,
45,Déclaration,10,,,,,2325.085,
45,Déclaration,11,,,,,10841.869,
46,Déclaration,1,11.0,0.0,0.0,0.0,11.0,0.0
46,Déclaration,2,0.0,0.0,0.0,0.0,0.0,0.0
46,Déclaration,3,0.0,0.0,0.0,0.0,0.0,0.0
46,Déclaration,4,0.0,0.0,0.0,0.0,0.0,0.0
46,Déclaration,5,0.0,0.0,0.0,0.0,0.0,0.0
46,Déclaration,6,,,,,,0.0
46,Déclaration,7,,,,,,0.0
46,Déclaration,9,,,,,14.0,
46,Déclaration,10,,,,,47.0,
46,Déclaration,11,,,,,6.0,
46,Déclaration,12,,,,,4.0,
46,Déclaration,13,,,,,71.0,
46,Déclaration,16,,,,,44.0,
46,Déclaration,17,,,,,9.0,
46,Déclaration,22,,,,,102.0,
46,Référence,1,10.0,0.0,0.0,0.0,10.0,0.0
46,Référence,2,0.0,0.0,0.0,0.0,,0.0
46,Référence,3,0.0,0.0,0.0,0.0,,0.0
46,Référence,4,0.0,0.0,0.0,0.0,,0.0
46,Référence,5,0.0,0.0,0.0,0.0,,0.0
46,Référence,6,,,,,,0.0
46,Référence,7,,,,,,0.0
46,Référence,9,,,,,16.0,
46,Référence,10,,,,,43.0,
46,Référence,11,,,,,8.0,
46,Référence,12,,,,,4.0,
46,Référence,13,,,,,72.0,
46,Référence,16,,,,,45.0,
46,Référence,17,,,,,7.0,
46,Référence,22,,,,,125.0,
47,Déclaration,1,12749.0,1.0,1.0,0.0,12751.0,0.0
47,Déclaration,2,10468.0,0.0,0.0,0.0,10468.0,0.0
47,Déclaration,3,0.0,0.0,0.0,0.0,0.0,0.0
47,Déclaration,4,0.0,0.0,0.0,0.0,0.0,0.0
47,Déclaration,5,0.0,0.0,0.0,0.0,0.0,0.0
47,Déclaration,6,,,,,1618.0,0.0
47,Déclaration,7,,,,,2987.0,0.0
47,Déclaration,8,,,,,5633.0,
47,Déclaration,9,,,,,8982.0,
47,Déclaration,10,,,,,15551.0,
47,Déclaration,11,,,,,7.0,
47,Déclaration,13,,,,,254.0,
47,Déclaration,16,,,,,26349.0,
47,Déclaration,22,,,,,4492.0,
48,Déclaration,1,2257.0,0.0,0.0,0.0,2257.0,0.0
48,Déclaration,2,974.0,0.0,0.0,0.0,974.0,54.0
48,Déclaration,3,0.0,0.0,0.0,48.0,48.0,0.0
48,Déclaration,4,0.0,0.0,0.0,0.0,0.0,0.0
48,Déclaration,5,0.0,0.0,0.0,0.0,0.0,0.0
48,Déclaration,6,,,,,1841.0,0.0
48,Déclaration,7,,,,,,0.0
48,Déclaration,8,,,,,1198.0,-54.0
48,Déclaration,9,,,,,6639.0,
48,Déclaration,10,,,,,1247.0,
48,Déclaration,11,,,,,44.0,193.0
48,Déclaration,12,,,,,6.0,
48,Déclaration,13,,,,,265.0,
48,Déclaration,16,,,,,7092.0,
48,Déclaration,22,,,,,2685.0,
48,Déclaration,23,,,,,19.0,
49,Déclaration,1,704.35,0.06,0.03,0.0,704.44,0.0
49,Déclaration,2,652.32,0.01,0.02,0.0,652.35,37.82
