assessment_id,type,scope_item_id,co2,ch4,n2o,other,total,co2_biogenic
1773,Déclaration,7,,,,,,0.0
1773,Déclaration,8,,,,,1025.0,142.0
1774,Déclaration,1,1247.0,0.0,0.0,0.0,1247.0,0.0
1774,Déclaration,2,338.0,0.0,0.0,0.0,338.0,0.0
1774,Déclaration,3,0.0,0.0,0.0,0.0,0.0,0.0
1774,Déclaration,4,0.0,0.0,0.0,0.0,0.0,0.0
1774,Déclaration,5,0.0,0.0,0.0,0.0,0.0,0.0
1774,Déclaration,6,,,,,215.0,0.0
1774,Déclaration,7,,,,,,0.0
1779,Déclaration,1,96.0,0.0,0.0,0.0,96.0,0.0
1779,Déclaration,2,447589.0,0.0,0.0,0.0,447589.0,0.0
1779,Déclaration,3,0.0,0.0,0.0,0.0,0.0,0.0
1779,Déclaration,4,0.0,0.0,0.0,0.0,0.0,0.0
1779,Déclaration,5,0.0,0.0,0.0,0.0,0.0,0.0
1779,Déclaration,6,,,,,16.0,0.0
1779,Déclaration,7,,,,,,0.0
1779,Déclaration,9,,,,,5259.0,
1779,Déclaration,10,,,,,787.0,
1779,Déclaration,16,,,,,34026.0,
1779,Déclaration,22,,,,,1109.0,
1779,Déclaration,23,,,,,34997.0,
1780,Déclaration,1,96398.0,268.0,789.0,0.0,97455.0,0.0
1780,Déclaration,2,1855.0,1.0,12.0,0.0,1868.0,53.0
1780,Déclaration,3,6817.0,0.0,0.0,0.0,6817.0,0.0
1780,Déclaration,4,0.0,0.0,0.0,119.0,119.0,0.0
1780,Déclaration,5,0.0,0.0,0.0,0.0,0.0,0.0
1780,Déclaration,6,,,,,6666.0,0.0
1780,Déclaration,7,,,,,48.0,0.0
1781,Déclaration,1,4018.0,0.0,0.0,0.0,4018.0,0.0
1781,Déclaration,2,825.0,0.0,0.0,0.0,825.0,0.0
1781,Déclaration,3,0.0,0.0,0.0,0.0,0.0,0.0
1781,Déclaration,4,0.0,0.0,0.0,0.0,0.0,0.0
1781,Déclaration,5,0.0,0.0,0.0,0.0,0.0,0.0
1781,Déclaration,6,,,,,1956.0,0.0
1781,Déclaration,7,,,,,,0.0
1783,Déclaration,1,18995.0,2.0,1.0,0.0,18998.0,0.0
1783,Déclaration,2,24025.0,0.0,1.0,0.0,24026.0,1335.0
1783,Déclaration,3,0.0,0.0,0.0,0.0,0.0,0.0
1783,Déclaration,4,0.0,0.0,0.0,0.0,0.0,0.0
1783,Déclaration,5,0.0,0.0,0.0,0.0,0.0,0.0
1783,Déclaration,6,,,,,4594.0,0.0
1783,Déclaration,7,,,,,0.0,0.0
1783,Déclaration,8,,,,,9747.0,1335.0
1783,Déclaration,9,,,,,21063.0,0.0
1783,Déclaration,10,,,,,61810.0,0.0
1783,Déclaration,11,,,,,764.0,1046.0
1783,Déclaration,12,,,,,0.0,0.0
1783,Déclaration,13,,,,,1878.0,0.0
1783,Déclaration,14,,,,,0.0,0.0
1783,Déclaration,15,,,,,0.0,0.0
1783,Déclaration,16,,,,,0.0,0.0
1783,Déclaration,17,,,,,0.0,0.0
1783,Déclaration,18,,,,,0.0,0.0
1783,Déclaration,19,,,,,0.0,0.0
1783,Déclaration,20,,,,,0.0,0.0
1783,Déclaration,21,,,,,0.0,0.0
1783,Déclaration,22,,,,,0.0,0.0
1783,Déclaration,23,,,,,8081.0,0.0
1784,Déclaration,1,221.09,12.14,0.0,2.12,235.35,0.0
1784,Déclaration,2,1241.51,20.92,0.0,19.2,1281.63,0.0
1784,Déclaration,3,0.0,0.0,0.0,0.0,0.0,0.0
1784,Déclaration,4,0.0,0.0,0.0,0.0,0.0,0.0
1784,Déclaration,5,1.35,0.41,2.08,0.0,3.84,0.0
1784,Déclaration,6,,,,,231.54,0.0
1784,Déclaration,7,,,,,,0.0
1788,Déclaration,1,79.0,0.0,1.0,80.0,160.0,0.0
1788,Déclaration,2,1945.0,1.0,16.0,0.0,1962.0,113.0
1788,Déclaration,3,0.0,0.0,0.0,0.0,0.0,0.0
1788,Déclaration,4,0.0,0.0,0.0,28.0,28.0,0.0
1788,Déclaration,5,0.0,0.0,0.0,0.0,0.0,0.0
1788,Déclaration,6,,,,,105.0,0.0
1788,Déclaration,7,,,,,,0.0
1788,Référence,1,71.0,0.0,0.0,0.0,71.0,0.0
1788,Référence,2,1967.0,0.0,0.0,0.0,1967.0,113.0
1788,Référence,3,0.0,0.0,0.0,0.0,,0.0
1788,Référence,4,0.0,0.0,0.0,0.0,,0.0
1788,Référence,5,0.0,0.0,0.0,29.0,29.0,0.0
1788,Référence,6,,,,,73.0,0.0
1788,Référence,7,,,,,,0.0
1789,Déclaration,1,11.0,0.0,0.0,0.0,11.0,0.0
1789,Déclaration,2,1700.0,0.0,14.0,0.0,1714.0,99.0
1789,Déclaration,3,0.0,0.0,0.0,0.0,0.0,0.0
1789,Déclaration,4,0.0,0.0,0.0,4.0,4.0,0.0
1789,Déclaration,5,0.0,0.0,0.0,0.0,0.0,0.0
1789,Déclaration,6,,,,,23.0,0.0
1789,Déclaration,7,,,,,0.0,0.0
1789,Référence,1,17.0,0.0,0.0,0.0,17.0,0.0
1789,Référence,2,1671.0,0.0,0.0,0.0,1671.0,68.0
1789,Référence,3,0.0,0.0,0.0,0.0,0.0,0.0
1789,Référence,4,0.0,0.0,0.0,11.0,11.0,0.0
1789,Référence,5,0.0,0.0,0.0,0.0,0.0,0.0
1789,Référence,6,,,,,25.0,0.0
1789,Référence,7,,,,,0.0,0.0
1790,Déclaration,1,60375.0,5.58,2.77,0.0,60383.35,0.0
1790,Déclaration,2,397.0,0.01,0.01,0.0,397.02,0.0
1790,Déclaration,3,0.0,0.0,0.0,0.0,0.0,0.0
1790,Déclaration,4,0.0,0.0,0.0,0.0,0.0,0.0
1790,Déclaration,5,0.0,0.0,0.0,0.0,0.0,0.0
1790,Déclaration,6,,,,,9889.0,0.0
1790,Déclaration,7,,,,,5689.0,0.0
1790,Référence,1,60375.0,5.58,2.79,0.0,60383.37,0.0
1790,Référence,2,397.0,0.01,0.01,0.0,397.02,0.0
1790,Référence,3,0.0,0.0,0.0,0.0,,0.0
1790,Référence,4,0.0,0.0,0.0,0.0,,0.0
1790,Référence,5,0.0,0.0,0.0,0.0,,0.0
1790,Référence,6,,,,,9889.0,0.0
1790,Référence,7,,,,,5689.0,0.0
1796,Déclaration,1,3947.581,0.966,0.176,0.0,3948.723,0.0
1796,Déclaration,2,0.0,0.0,0.0,0.0,0.0,0.0
1796,Déclaration,3,0.0,0.0,0.0,0.0,0.0,0.0
1796,Déclaration,4,0.0,0.0,0.0,0.0,0.0,0.0
1796,Déclaration,5,0.0,0.0,0.0,0.0,0.0,0.0
1796,Déclaration,6,,,,,848.1,0.0
1796,Déclaration,7,,,,,,0.0
1797,Déclaration,1,438838.0,0.0,0.0,0.0,438838.0,0.0
1797,Déclaration,2,2078.0,0.0,0.0,0.0,2078.0,0.0
1797,Déclaration,3,760399.0,0.0,204339.0,0.0,964738.0,0.0
1797,Déclaration,4,0.0,0.0,0.0,0.0,0.0,0.0
1797,Déclaration,5,0.0,0.0,0.0,0.0,0.0,0.0
1797,Déclaration,6,,,,,20679.0,0.0
1797,Déclaration,7,,,,,0.0,0.0
1799,Déclaration,1,290.89,0.52,2.71,0.0,294.12,0.0
1799,Déclaration,2,1016.85,0.47,8.01,0.0,1025.33,0.0
1799,Déclaration,3,0.0,0.0,0.0,0.0,0.0,0.0
1799,Déclaration,4,0.0,0.0,0.0,0.0,0.0,0.0
1799,Déclaration,5,0.0,0.0,0.0,0.0,0.0,0.0
1799,Déclaration,6,,,,,1862.85,0.0
1799,Déclaration,7,,,,,0.0,0.0
1800,Déclaration,1,75.0,3109.0,0.0,0.0,3184.0,0.0
1800,Déclaration,2,0.0,0.0,0.0,0.0,0.0,0.0
1800,Déclaration,3,0.0,0.0,6383.0,79722.0,86105.0,0.0
1800,Déclaration,4,0.0,0.0,0.0,0.0,0.0,0.0
1800,Déclaration,5,0.0,0.0,0.0,0.0,0.0,0.0
1800,Déclaration,6,,,,,4255.0,0.0
1800,Déclaration,7,,,,,0.0,0.0
1800,Déclaration,8,,,,,0.0,0.0
1800,Déclaration,9,,,,,0.0,0.0
1800,Déclaration,10,,,,,0.0,0.0
1800,Déclaration,11,,,,,0.0,0.0
1800,Déclaration,12,,,,,0.0,0.0
1800,Déclaration,13,,,,,4.0,0.0
1800,Déclaration,14,,,,,0.0,0.0
1800,Déclaration,15,,,,,0.0,0.0
1800,Déclaration,16,,,,,0.0,0.0
1800,Déclaration,17,,,,,0.0,0.0
1800,Déclaration,18,,,,,0.0,0.0
1800,Déclaration,19,,,,,0.0,0.0
1800,Déclaration,20,,,,,0.0,0.0
1800,Déclaration,21,,,,,0.0,0.0
1800,Déclaration,22,,,,,845.0,0.0
1800,Déclaration,23,,,,,0.0,0.0
1802,Déclaration,1,0.0,0.0,0.0,0.0,0.0,0.0
1802,Déclaration,2,519.0,0.0,0.0,0.0,519.0,28.0
1802,Déclaration,3,0.0,0.0,0.0,0.0,0.0,0.0
1802,Déclaration,4,0.0,0.0,0.0,0.0,0.0,0.0
1802,Déclaration,5,0.0,0.0,0.0,0.0,0.0,0.0
1802,Déclaration,6,,,,,18.0,0.0
1802,Déclaration,7,,,,,0.0,0.0
1802,Déclaration,13,,,,,388.0,
1803,Déclaration,1,314.0,1.0,4.0,0.0,319.0,0.0
1803,Déclaration,2,18.0,0.0,0.0,0.0,18.0,1.0
1803,Déclaration,3,0.0,0.0,0.0,0.0,0.0,0.0
1803,Déclaration,4,0.0,0.0,0.0,133.0,133.0,0.0
1803,Déclaration,5,0.0,0.0,0.0,0.0,0.0,0.0
1803,Déclaration,6,,,,,395.0,0.0
1803,Déclaration,7,,,,,0.0,0.0
1803,Déclaration,8,,,,,210.0,1.0
1803,Déclaration,9,,,,,4068.0,0.0
1803,Déclaration,10,,,,,1075.0,0.0
1803,Déclaration,11,,,,,28.0,33.0
1803,Déclaration,12,,,,,6.0,0.0
1803,Déclaration,13,,,,,83.0,0.0
1803,Déclaration,14,,,,,0.0,0.0
1803,Déclaration,16,,,,,0.0,0.0
1803,Déclaration,17,,,,,206.0,0.0
1803,Déclaration,18,,,,,0.0,0.0
1803,Déclaration,19,,,,,0.0,0.0
1803,Déclaration,20,,,,,0.0,0.0
1803,Déclaration,21,,,,,0.0,0.0
1803,Déclaration,22,,,,,1557.0,0.0
1803,Déclaration,23,,,,,0.0,0.0
1805,Déclaration,1,1152.17,171.6,13.31,0.0,1337.08,0.0
1805,Déclaration,2,71.42,0.03,0.65,0.0,72.1,0.0
1805,Déclaration,3,0.0,0.0,0.0,0.0,0.0,0.0
1805,Déclaration,4,29.9,0.0,0.0,0.0,29.9,0.0
1805,Déclaration,5,0.0,0.0,0.0,0.0,0.0,0.0
1805,Déclaration,6,,,,,526.03,0.0
1805,Déclaration,7,,,,,0.0,0.0
1807,Déclaration,1,3418.0,18.0,36.0,0.0,3472.0,0.0
1807,Déclaration,2,691.0,1.0,6.0,0.0,698.0,39.0
1807,Déclaration,3,0.0,0.0,0.0,0.0,0.0,0.0
1807,Déclaration,4,0.0,0.0,0.0,223.0,223.0,0.0
1807,Déclaration,5,0.0,0.0,0.0,0.0,0.0,0.0
1807,Déclaration,6,,,,,258.0,0.0
1807,Déclaration,7,,,,,18.0,0.0
1807,Déclaration,8,,,,,1014.0,
1807,Déclaration,9,,,,,6967.0,0.0
1807,Déclaration,10,,,,,155.0,0.0
1807,Déclaration,11,,,,,124.0,73.0
1807,Déclaration,13,,,,,599.0,0.0
1807,Déclaration,16,,,,,11927.0,0.0
1807,Déclaration,22,,,,,4941.0,0.0
1807,Référence,1,3106.0,0.0,0.0,0.0,3106.0,0.0
1807,Référence,2,2217.0,0.0,0.0,0.0,2217.0,128.0
1807,Référence,3,0.0,0.0,0.0,0.0,0.0,0.0
1807,Référence,4,0.0,0.0,161.0,0.0,161.0,0.0
1807,Référence,5,0.0,0.0,0.0,0.0,0.0,0.0
1807,Référence,6,,,,,444.0,0.0
1807,Référence,7,,,,,55.0,0.0
1807,Référence,8,,,,,1421.0,0.0
1807,Référence,9,,,,,5708.0,0.0
1807,Référence,10,,,,,163.0,0.0
1807,Référence,11,,,,,27.0,0.0
1807,Référence,13,,,,,795.0,0.0
1807,Référence,16,,,,,9755.0,0.0
1807,Référence,22,,,,,3982.0,0.0
1807,Référence,23,,,,,35.0,0.0
1812,Déclaration,1,2374.0,0.0,0.0,0.0,2374.0,0.0
1812,Déclaration,2,39318.0,0.0,0.0,0.0,39318.0,0.0
1812,Déclaration,3,0.0,0.0,0.0,0.0,0.0,0.0
1812,Déclaration,4,339.0,0.0,0.0,0.0,339.0,0.0
1812,Déclaration,5,0.0,0.0,0.0,0.0,0.0,0.0
1812,Déclaration,6,,,,,37278.0,0.0
1812,Déclaration,7,,,,,0.0,0.0
1814,Déclaration,1,4112.0,0.0,0.0,0.0,4112.0,0.0
1814,Déclaration,2,264.0,0.0,0.0,0.0,264.0,0.0
1814,Déclaration,3,0.0,0.0,0.0,0.0,0.0,0.0
1814,Déclaration,4,0.0,0.0,0.0,0.0,0.0,0.0
1814,Déclaration,5,0.0,0.0,0.0,0.0,0.0,0.0
1814,Déclaration,6,,,,,2405.0,0.0
1814,Déclaration,7,,,,,,0.0
1814,Déclaration,11,,,,,495.0,
1814,Référence,1,3915.0,0.0,0.0,0.0,3915.0,0.0
1814,Référence,2,294.0,0.0,0.0,0.0,294.0,0.0
1814,Référence,3,0.0,0.0,0.0,0.0,,0.0
1814,Référence,4,0.0,0.0,0.0,0.0,,0.0
1814,Référence,5,0.0,0.0,0.0,0.0,,0.0
1814,Référence,6,,,,,2543.0,0.0
1814,Référence,7,,,,,,0.0
1815,Déclaration,1,1719.0,5.0,20.0,0.0,1744.0,0.0
1815,Déclaration,2,117.0,0.0,1.0,0.0,118.0,7.0
1815,Déclaration,3,0.0,0.0,0.0,0.0,0.0,6.0
1815,Déclaration,4,0.0,0.0,0.0,23.0,23.0,0.0
1815,Déclaration,5,0.0,0.0,0.0,0.0,0.0,0.0
1815,Déclaration,6,,,,,92.0,0.0
1815,Déclaration,7,,,,,0.0,0.0
1815,Déclaration,8,,,,,373.0,
1817,Déclaration,1,2246.0,6.0,27.0,0.0,2279.0,0.0
1817,Déclaration,2,110.0,0.0,0.0,0.0,110.0,0.0
1817,Déclaration,3,0.0,0.0,0.0,0.0,0.0,0.0
1817,Déclaration,4,0.0,0.0,0.0,186.0,186.0,0.0
1817,Déclaration,5,0.0,0.0,0.0,0.0,0.0,0.0
1817,Déclaration,6,,,,,896.0,0.0
1817,Déclaration,7,,,,,,0.0
1817,Référence,1,3585.0,10.0,42.0,0.0,3637.0,0.0
1817,Référence,2,117.0,0.0,0.0,0.0,117.0,0.0
1817,Référence,3,0.0,0.0,0.0,0.0,,0.0
1817,Référence,4,280.0,0.0,0.0,0.0,280.0,0.0
1817,Référence,5,0.0,0.0,0.0,0.0,,0.0
1817,Référence,6,,,,,839.0,0.0
1817,Référence,7,,,,,,0.0
1819,Déclaration,1,6944.0,0.0,0.0,0.0,6944.0,0.0
1819,Déclaration,2,41.0,0.0,0.0,0.0,41.0,0.0
1819,Déclaration,3,221.0,0.0,0.0,0.0,221.0,0.0
1819,Déclaration,4,547.0,0.0,0.0,0.0,547.0,0.0
1819,Déclaration,5,0.0,0.0,0.0,0.0,0.0,0.0
1819,Déclaration,6,,,,,2141.0,0.0
1819,Déclaration,7,,,,,,0.0
1821,Déclaration,1,1.25,0.01,0.01,0.0,1.27,0.0
1821,Déclaration,2,7430.0,0.01,0.02,0.0,7430.03,16.9
1821,Déclaration,3,0.0,0.0,0.0,0.0,0.0,0.0
1821,Déclaration,4,0.0,0.0,0.0,6.61,6.61,0.0
1821,Déclaration,5,0.0,0.0,0.0,0.0,0.0,0.0
1821,Déclaration,6,,,,,4.39,0.0
1821,Déclaration,7,,,,,,0.0
1821,Déclaration,8,,,,,1710.0,
1821,Déclaration,12,,,,,0.0,
1821,Référence,1,385.0,0.0,0.0,0.0,385.0,0.0
1821,Référence,2,13437.0,0.0,0.0,0.0,13437.0,28.0
1821,Référence,3,0.0,0.0,0.0,0.0,,0.0
1821,Référence,4,0.0,0.0,0.0,93.0,93.0,0.0
1821,Référence,5,0.0,0.0,0.0,0.0,,0.0
1821,Référence,6,,,,,40.74,0.0
1821,Référence,7,,,,,,0.0
1821,Référence,8,,,,,3880.0,
1823,Déclaration,1,217.0,1.0,3.0,0.0,221.0,0.0
1823,Déclaration,2,56.0,0.0,0.0,0.0,56.0,3.0
1823,Déclaration,3,0.0,0.0,0.0,0.0,0.0,0.0
1823,Déclaration,4,0.0,0.0,0.0,0.0,0.0,0.0
1823,Déclaration,5,0.0,0.0,0.0,0.0,0.0,0.0
1823,Déclaration,6,,,,,53.0,0.0
1823,Déclaration,7,,,,,,0.0
1825,Déclaration,1,2.0,0.0,0.0,1.0,3.0,0.0
1825,Déclaration,2,23.0,0.0,0.0,0.0,23.0,1.0
1825,Déclaration,3,0.0,0.0,0.0,0.0,0.0,0.0
1825,Déclaration,4,35.0,0.0,0.0,0.0,35.0,0.0
1825,Déclaration,5,0.0,0.0,0.0,0.0,0.0,0.0
1825,Déclaration,6,,,,,84.0,0.0
1825,Déclaration,7,,,,,,0.0
1825,Déclaration,8,,,,,14.0,
1825,Référence,1,5.0,0.0,0.0,0.0,5.0,0.0
1825,Référence,2,40.0,0.0,0.0,0.0,40.0,0.0
1825,Référence,3,0.0,0.0,0.0,0.0,,0.0
1825,Référence,4,0.0,0.0,0.0,0.0,,0.0
1825,Référence,5,0.0,0.0,0.0,0.0,,0.0
1825,Référence,6,,,,,120.0,0.0
1825,Référence,7,,,,,,0.0
1827,Déclaration,1,674.17,1.8,7.98,0.0,683.95,0.0
1827,Déclaration,2,11747.15,9.967,102.327,0.0,11859.444,0.0
1827,Déclaration,3,0.0,0.0,0.0,0.0,0.0,0.0
1827,Déclaration,4,837.04,0.0,0.0,0.0,837.04,0.0
1827,Déclaration,5,0.0,0.0,0.0,0.0,0.0,0.0
1827,Déclaration,6,,,,,662.39,0.0
1827,Déclaration,7,,,,,0.0,0.0
1827,Déclaration,8,,,,,0.0,
1827,Déclaration,9,,,,,51.14,
1827,Déclaration,10,,,,,0.0,
1827,Déclaration,11,,,,,0.0,
1827,Déclaration,12,,,,,0.0,
1827,Déclaration,13,,,,,0.0,
1827,Déclaration,14,,,,,0.0,
1827,Déclaration,15,,,,,0.0,
1827,Déclaration,16,,,,,0.0,
1827,Déclaration,17,,,,,0.0,
1827,Déclaration,18,,,,,0.0,
1827,Déclaration,19,,,,,0.0,
1827,Déclaration,20,,,,,0.0,
1827,Déclaration,21,,,,,0.0,
1827,Déclaration,22,,,,,0.0,
1827,Déclaration,23,,,,,0.0,
1828,Déclaration,1,1263774.0,0.0,0.0,0.0,1263774.0,0.0
1828,Déclaration,2,363.0,0.0,0.0,0.0,363.0,0.0
1828,Déclaration,3,0.0,0.0,0.0,0.0,0.0,0.0
1828,Déclaration,4,0.0,25.09,35.65,0.1138,60.8538,0.0
1828,Déclaration,5,0.0,0.0,0.0,0.0,0.0,0.0
1828,Déclaration,6,,,,,19498.0,0.0
1828,Déclaration,7,,,,,199828.0,0.0
1829,Déclaration,1,894.0,0.0,0.0,0.0,894.0,0.0
1829,Déclaration,2,368.0,0.0,0.0,0.0,368.0,0.0
1829,Déclaration,3,0.0,0.0,0.0,0.0,0.0,0.0
1829,Déclaration,4,27.0,0.0,0.0,0.0,27.0,0.0
1829,Déclaration,5,0.0,0.0,0.0,0.0,0.0,0.0
1829,Déclaration,6,,,,,631.0,0.0
1829,Déclaration,7,,,,,,0.0
1832,Déclaration,1,1554.81,4.07,18.11,0.0,1576.99,0.0
1832,Déclaration,2,183.37,0.16,1.68,0.0,185.21,9.73
1832,Déclaration,3,0.0,0.0,0.0,0.0,0.0,0.63
1832,Déclaration,4,0.0,0.0,0.0,68.3,68.3,0.0
1832,Déclaration,5,0.0,0.0,0.0,0.0,0.0,0.0
1832,Déclaration,6,,,,,374.0,0.0
1832,Déclaration,7,,,,,,0.0
1832,Référence,1,1246.36,3.26,14.51,0.0,1264.13,0.0
1832,Référence,2,347.07,0.021,3.16,0.0,350.251,20.77
1832,Référence,3,0.0,0.0,0.0,0.0,,0.0
1832,Référence,4,0.0,0.0,0.0,64.82,64.82,0.0
1832,Référence,5,0.0,0.0,0.0,0.0,,0.0
1832,Référence,6,,,,,390.0,0.0
1832,Référence,7,,,,,,0.0
1836,Déclaration,1,1880.0,0.068,0.049,0.0,1880.117,538.0
1836,Déclaration,2,1745.0,0.0,0.0,0.0,1745.0,0.0
1836,Déclaration,3,0.0,0.0,0.0,0.0,0.0,0.0
1836,Déclaration,4,0.0,0.0,0.0,0.0,0.0,0.0
1836,Déclaration,5,0.0,0.0,0.0,0.0,0.0,0.0
1836,Déclaration,6,,,,,290.0,0.0
1836,Déclaration,7,,,,,,0.0
1838,Déclaration,1,3139.0,173.0,30.0,0.0,3342.0,0.0
1838,Déclaration,2,169.0,2.4,3.1,0.0,174.5,0.0
1838,Déclaration,3,0.0,0.0,0.0,0.0,0.0,0.0
1838,Déclaration,4,74.2,0.0,0.0,0.0,74.2,0.0
1838,Déclaration,5,0.0,0.0,0.0,0.0,0.0,0.0
1838,Déclaration,6,,,,,758.0,0.0
1838,Déclaration,7,,,,,162.4,0.0
1839,Déclaration,1,2225.0,6.0,26.0,0.0,2257.0,0.0
1839,Déclaration,2,32.0,0.0,0.0,0.0,32.0,2.0
1839,Déclaration,3,0.0,0.0,0.0,0.0,0.0,0.0
1839,Déclaration,4,0.0,0.0,0.0,0.0,0.0,0.0
1839,Déclaration,5,0.0,0.0,0.0,0.0,0.0,0.0
1839,Déclaration,6,,,,,152.0,0.0
1839,Déclaration,7,,,,,,0.0
1839,Référence,1,3652.32,0.0,0.0,0.0,3652.32,0.0
1839,Référence,2,26.19,0.0,0.0,0.0,26.19,0.0
1839,Référence,3,0.0,0.0,0.0,0.0,,0.0
1839,Référence,4,112.47,0.0,0.0,0.0,112.47,0.0
1839,Référence,5,0.0,0.0,0.0,0.0,0.0,0.0
1839,Référence,6,,,,,359.51,0.0
1839,Référence,7,,,,,,0.0
1840,Déclaration,1,51.0,0.0,0.0,0.0,51.0,0.0
1840,Déclaration,2,2.0,0.0,0.0,0.0,2.0,0.0
1840,Déclaration,3,0.0,0.0,0.0,0.0,0.0,0.0
1840,Déclaration,4,0.0,0.0,0.0,35.0,35.0,0.0
1840,Déclaration,5,0.0,0.0,0.0,0.0,0.0,0.0
1840,Déclaration,6,,,,,81.0,0.0
1840,Déclaration,7,,,,,284.0,0.0
1841,Déclaration,1,1758.16,4.55,20.31,0.0,1783.02,0.0
1841,Déclaration,2,52.34,0.08,0.42,0.0,52.84,0.0
1841,Déclaration,3,0.0,0.0,507.7,0.0,507.7,0.0
1841,Déclaration,4,0.0,0.0,0.0,0.0,0.0,0.0
1841,Déclaration,5,0.0,0.0,0.0,0.0,0.0,0.0
1841,Déclaration,6,,,,,685.46,0.0
1841,Déclaration,7,,,,,,0.0
1841,Déclaration,8,,,,,606.53,
1841,Référence,1,2120.54,5.57,24.78,0.0,2150.89,0.0
1841,Référence,2,65.1,0.11,0.53,0.0,65.74,0.0
1841,Référence,3,0.0,0.0,479.86,0.0,479.86,0.0
1841,Référence,4,0.0,0.0,0.0,91.67,91.67,0.0
1841,Référence,5,0.0,0.0,0.0,0.0,,0.0
1841,Référence,6,,,,,784.62,0.0
1841,Référence,7,,,,,,0.0
1841,Référence,8,,,,,680.96,
1842,Déclaration,1,883.0,0.0,0.0,0.0,883.0,0.0
1842,Déclaration,2,10.0,0.0,0.0,0.0,10.0,0.0
1842,Déclaration,3,1.0,0.0,894.0,0.0,895.0,0.0
1842,Déclaration,4,212.0,0.0,0.0,0.0,212.0,0.0
1842,Déclaration,5,0.0,0.0,0.0,0.0,0.0,0.0
1842,Déclaration,6,,,,,423.0,0.0
1842,Déclaration,7,,,,,,0.0
1842,Référence,1,603.0,0.0,0.0,0.0,603.0,0.0
1842,Référence,2,10.0,0.0,0.0,0.0,10.0,0.0
1842,Référence,3,1.0,0.0,894.0,0.0,895.0,0.0
1842,Référence,4,196.0,0.0,0.0,0.0,196.0,0.0
1842,Référence,5,0.0,0.0,0.0,0.0,,0.0
1842,Référence,6,,,,,224.0,0.0
1842,Référence,7,,,,,,0.0
1843,Déclaration,1,1161.0,0.0,0.0,0.0,1161.0,1.0
1843,Déclaration,2,733.0,0.0,0.0,0.0,733.0,15.0
1843,Déclaration,3,0.0,0.0,0.0,0.0,0.0,0.0
1843,Déclaration,4,20.0,0.0,0.0,0.0,20.0,0.0
1843,Déclaration,5,0.0,0.0,0.0,0.0,0.0,0.0
1843,Déclaration,6,,,,,438.0,0.0
1843,Déclaration,7,,,,,0.0,0.0
1843,Déclaration,8,,,,,485.0,0.0
1843,Déclaration,9,,,,,679.0,0.0
1843,Déclaration,10,,,,,10724.0,0.0
1843,Déclaration,11,,,,,472.0,307.0
1843,Déclaration,12,,,,,103.0,0.0
1843,Déclaration,13,,,,,145.0,0.0
1843,Déclaration,14,,,,,0.0,0.0
1843,Déclaration,15,,,,,0.0,0.0
1843,Déclaration,16,,,,,7.0,0.0
1843,Déclaration,17,,,,,0.0,0.0
1843,Déclaration,18,,,,,0.0,0.0
1843,Déclaration,19,,,,,162.0,0.0
1843,Déclaration,20,,,,,0.0,0.0
1843,Déclaration,21,,,,,0.0,0.0
1843,Déclaration,22,,,,,818.0,0.0
1843,Déclaration,23,,,,,0.0,0.0
1843,Référence,1,1222.0,0.0,0.0,0.0,1222.0,1.0
1843,Référence,2,803.0,0.0,0.0,0.0,803.0,17.0
1843,Référence,3,0.0,0.0,0.0,0.0,0.0,0.0
1843,Référence,4,20.0,0.0,0.0,0.0,20.0,0.0
1843,Référence,5,0.0,0.0,0.0,0.0,0.0,0.0
1843,Référence,6,,,,,364.0,0.0
1843,Référence,7,,,,,0.0,0.0
1843,Référence,8,,,,,488.0,0.0
1843,Référence,9,,,,,515.0,0.0
1843,Référence,10,,,,,8102.0,0.0
1843,Référence,11,,,,,570.0,413.0
1843,Référence,12,,,,,103.0,0.0
1843,Référence,13,,,,,57.0,0.0
1843,Référence,14,,,,,0.0,0.0
1843,Référence,15,,,,,0.0,0.0
1843,Référence,16,,,,,7.0,0.0
1843,Référence,17,,,,,0.0,0.0
1843,Référence,18,,,,,0.0,0.0
1843,Référence,19,,,,,61.0,0.0
1843,Référence,20,,,,,0.0,0.0
1843,Référence,21,,,,,0.0,0.0
1843,Référence,22,,,,,923.0,0.0
1843,Référence,23,,,,,0.0,0.0
1845,Déclaration,1,1028.1,2.7,11.9,0.0,1042.7,0.0
1845,Déclaration,2,29.7,0.0,0.2,0.0,29.9,1.7
1845,Déclaration,3,0.0,0.0,0.8,0.0,0.8,60.0
1845,Déclaration,4,0.0,0.0,0.0,0.0,0.0,0.0
1845,Déclaration,5,0.0,0.0,0.0,0.0,0.0,1.7
1845,Déclaration,6,,,,,181.3,0.0
1845,Déclaration,7,,,,,0.0,0.0
1845,Référence,1,1091.57,0.1,0.05,0.0,1091.72,0.0
1845,Référence,2,33.97,0.0,0.0,0.0,33.97,1.95
1845,Référence,3,0.0,0.0,0.0,0.0,0.0,0.0
1845,Référence,4,0.0,0.0,0.0,0.0,0.0,0.0
1845,Référence,5,0.0,0.0,0.0,0.0,0.0,0.0
1845,Référence,6,,,,,166.37,0.0
1845,Référence,7,,,,,0.0,0.0
1849,Déclaration,1,116.0,0.0,0.0,0.0,116.0,0.0
1849,Déclaration,2,110.0,0.0,0.0,0.0,110.0,0.0
1849,Déclaration,3,0.0,0.0,0.0,0.0,0.0,0.0
