assessment_id,legal_unit_id_type,legal_unit_id
275,SIRET,30529134600750
275,SIRET,30529134600768
275,SIRET,30529134600776
275,SIRET,30529134600784
275,SIRET,30529134600792
275,SIRET,30529134600800
275,SIRET,30529134600818
275,SIRET,30529134600826
275,SIRET,30529134600834
275,SIRET,30529134600842
275,SIRET,30529134600875
275,SIRET,30529134600883
275,SIRET,30529134600891
275,SIRET,30529134600909
275,SIRET,30529134600917
275,SIRET,30529134600925
275,SIRET,30529134600933
275,SIRET,30529134600941
275,SIRET,30529134600958
275,SIRET,30529134600966
275,SIRET,30529134600974
275,SIRET,30529134600982
275,SIRET,30529134600990
275,SIRET,30529134601006
275,SIRET,30529134601014
275,SIRET,30529134601022
275,SIRET,30529134601030
275,SIRET,30529134601048
275,SIRET,30529134601055
275,SIRET,30529134601063
275,SIRET,30529134601071
275,SIRET,30529134601089
275,SIRET,30529134601097
275,SIRET,30529134601105
275,SIRET,30529134601113
275,SIRET,30529134601121
275,SIRET,30529134601139
275,SIRET,30529134601147
275,SIRET,30529134601170
275,SIRET,30529134601220
275,SIRET,30529134601188
275,SIRET,30529134601196
275,SIRET,30529134601204
275,SIRET,30529134601212
275,SIRET,30529134601238
275,SIRET,30529134601246
275,SIRET,30529134601253
275,SIRET,30529134601261
275,SIRET,30529134601279
275,SIRET,30529134601287
275,SIRET,30529134601295
275,SIRET,30529134601303
275,SIRET,30529134601311
275,SIRET,30529134601329
275,SIRET,30529134601337
275,SIRET,30529134601345
275,SIRET,30529134601352
275,SIRET,30529134601360
275,SIRET,30529134601378
275,SIRET,30529134601386
275,SIRET,30529134601394
275,SIRET,30529134601402
275,SIRET,30529134601410
275,SIRET,30529134601428
275,SIRET,30529134601436
275,SIRET,30529134601444
275,SIRET,30529134601451
275,SIRET,30529134601469
275,SIRET,30529134601477
275,SIRET,30529134601485
275,SIRET,30529134601493
275,SIRET,30529134601501
275,SIRET,30529134601519
275,SIRET,30529134601527
275,SIRET,30529134601535
275,SIRET,30529134601543
275,SIRET,30529134601550
275,SIRET,30529134601568
275,SIRET,30529134601576
275,SIRET,30529134601584
275,SIRET,30529134601592
276,SIREN,712056266
283,SIREN,399295385
284,SIREN,455501452
286,SIREN,321616914
286,SIRET,32161691400016
287,SIREN,602010696
287,SIRET,60201069600147
287,SIRET,60201069600121
287,SIRET,60201069600154
291,SIREN,534175179
292,SIREN,264500042
292,SIRET,26450004200017
292,SIRET,26450004200082
293,SIREN,184500213
294,SIREN,632041042
295,SIREN,308197185
297,SIREN,783697345
303,SIREN,195944038
304,SIREN,431817915
306,SIREN,318732880
306,SIREN,612034801
306,SIREN,308884998
306,SIREN,378587414
306,SIREN,420714792
307,SIREN,267100766
317,SIREN,267601680
320,SIREN,381511039
320,SIRET,38151103900061
321,SIREN,261300222
323,SIREN,262800147
324,SIREN,620100081
325,SIREN,266700582
327,SIREN,264200304
328,SIREN,269100095
329,SIREN,445174675
330,SIREN,479904732
331,SIREN,343958138
333,SIREN,415550284
333,SIRET,41555028400012
333,SIRET,41555028400053
333,SIRET,41555028400087
334,SIREN,378992895
335,SIREN,343403531
337,SIREN,925520108
337,SIRET,92552010800182
337,SIRET,92552010800133
337,SIRET,92552010800034
337,SIRET,92552010800075
339,SIREN,552016834
340,SIREN,266900190
341,SIREN,784275778
342,SIREN,385290309
344,SIREN,306138900
344,SIRET,30613890003662
344,SIRET,30613890003555
344,SIRET,30613890003001
344,SIRET,30613890003654
344,SIRET,30613890003548
344,SIRET,30613890002896
344,SIRET,30613890003647
344,SIRET,30613890003522
344,SIRET,30613890002623
344,SIRET,30613890003639
344,SIRET,30613890003506
344,SIRET,30613890001120
344,SIRET,30613890003621
344,SIRET,30613890003472
344,SIRET,30613890001997
344,SIRET,30613890003613
344,SIRET,30613890003464
344,SIRET,30613890001914
344,SIRET,30613890003605
344,SIRET,30613890001377
344,SIRET,30613890001898
344,SIRET,30613890003571
344,SIRET,30613890003407
344,SIRET,30613890001849
344,SIRET,30613890001757
344,SIRET,30613890003274
344,SIRET,30613890000387
344,SIRET,30613890003563
344,SIRET,30613890003050
344,SIRET,30613890003696
344,SIRET,30613890003688
344,SIRET,30613890003670
346,SIREN,317686061
347,SIREN,464202373
348,SIREN,705580389
349,SIREN,775576986
349,SIREN,445330236
349,SIREN,313167116
349,SIREN,314046038
349,SIREN,499053189
349,SIRET,77557698600928
349,SIRET,44533023600016
349,SIRET,31316711600018
349,SIRET,31404603800019
349,SIRET,49905318900019
354,SIREN,498903194
356,SIREN,654800689
356,SIRET,65480068900022
358,SIREN,572165652
358,SIRET,57216565201153
359,SIREN,642016166
359,SIRET,64201616602048
360,SIREN,504313032
360,SIRET,50431303200022
360,SIRET,50431303200030
360,SIRET,50431303200055
361,SIREN,562110346
361,SIRET,56211034600078
361,SIRET,56211034600284
361,SIRET,56211034600193
361,SIRET,56211034600086
361,SIRET,56211034600292
361,SIRET,56211034600136
361,SIRET,56211034600144
361,SIRET,56211034600169
361,SIRET,56211034600250
361,SIRET,56211034600219
361,SIRET,56211034600060
361,SIRET,56211034600151
361,SIRET,56211034600177
361,SIRET,56211034600235
361,SIRET,56211034600128
361,SIRET,56211034600201
361,SIRET,56211034600227
363,SIREN,217901917
363,SIRET,21790191700013
364,SIREN,388021156
364,SIRET,38802115600046
364,SIRET,38802115600020
364,SIRET,38802115600079
364,SIRET,38802115600103
364,SIRET,38802115600087
364,SIRET,38802115600061
364,SIRET,38802115600053
364,SIRET,38802115600111
364,SIRET,38802115600095
365,SIREN,283812006
366,SIREN,775665912
366,SIRET,77566591200082
366,SIRET,77566591200090
366,SIRET,77566591200033
366,SIRET,77566591200025
366,SIRET,77566591200058
370,SIREN,265700179
372,SIREN,432766947
373,SIREN,572062594
373,SIREN,552116329
373,SIREN,572232650
373,SIREN,501683460
373,SIREN,957503931
373,SIREN,389756487
373,SIREN,440452316
374,SIREN,433842044
375,SIREN,562061630
376,SIREN,382891752
376,SIREN,165073506
376,SIRET,38289175200216
376,SIRET,38289175200240
376,SIRET,38289175200257
376,SIRET,38289175200232
376,SIRET,38289175200265
376,SIRET,38289175200224
376,SIRET,38289175200273
377,SIREN,376080487
377,SIRET,37608048700063
377,SIRET,37608048700139
377,SIRET,37608048700022
377,SIRET,37608048700055
381,SIREN,341192227
382,SIREN,779868728
383,SIREN,542069158
385,SIREN,383986874
386,SIREN,412082224
387,SIREN,973510019
388,SIREN,303409619
388,SIRET,30340961900026
400,SIREN,499198059
400,SIRET,49919805900010
400,SIRET,49919805900093
400,SIRET,49919805900051
400,SIRET,49919805900085
400,SIRET,49919805900044
400,SIRET,49919805900028
401,SIREN,309383065
402,SIREN,905620035
403,SIREN,344844998
404,SIREN,343979092
406,SIREN,199212044
407,SIREN,358802296
407,SIRET,35880229600014
409,SIREN,086920394
409,SIRET,08692039400011
412,SIREN,060801396
412,SIRET,06080139600148
412,SIRET,06080139600023
412,SIRET,06080139600338
412,SIRET,06080139600056
412,SIRET,06080139600387
412,SIRET,06080139600031
412,SIRET,06080139600320
412,SIRET,06080139600379
412,SIRET,06080139600353
412,SIRET,06080139600346
412,SIRET,06080139600270
412,SIRET,06080139600221
412,SIRET,06080139600304
412,SIRET,06080139600122
412,SIRET,06080139600155
412,SIRET,06080139600403
414,SIREN,552001406
415,SIREN,323140392
416,SIREN,337609622
416,SIREN,803376096
416,SIRET,33760962200093
418,SIREN,262303001
418,SIRET,26230300100016
418,SIRET,26230300100032
418,SIRET,26230300100040
418,SIRET,26230300100065
418,SIRET,26230300100057
418,SIRET,26230300100073
418,SIRET,26230300100024
418,SIRET,26230300100081
419,SIREN,389675018
419,SIRET,38967501800045
419,SIRET,38967501800151
419,SIRET,38967501800144
419,SIRET,38967501800243
419,SIRET,38967501800029
419,SIRET,38967501800284
419,SIRET,38967501800037
419,SIRET,38967501800219
419,SIRET,38967501800342
419,SIRET,38967501800060
419,SIRET,38967501800268
419,SIRET,38967501800276
419,SIRET,38967501800201
419,SIRET,38967501800078
419,SIRET,38967501800250
419,SIRET,38967501800136
419,SIRET,38967501800169
419,SIRET,38967501800128
419,SIRET,38967501800391
419,SIRET,38967501800300
419,SIRET,38967501800318
419,SIRET,38967501800359
419,SIRET,38967501800367
419,SIRET,38967501800326
419,SIRET,38967501800334
419,SIRET,38967501800292
420,SIREN,306878315
420,SIRET,30687831500176
420,SIRET,30687831500168
420,SIRET,30687831500150
420,SIRET,30687831500028
420,SIRET,30687831500069
420,SIRET,30687831500192
420,SIRET,30687831500184
420,SIRET,30687831500077
421,SIREN,542001193
421,SIREN,543001193
421,SIRET,54200119300656
421,SIRET,54200119300607
421,SIRET,54200119300599
421,SIRET,54200119300581
421,SIRET,54200119300672
421,SIRET,54300119300219
421,SIRET,54200119300631
421,SIRET,54200119300300
421,SIRET,54200119300623
421,SIRET,54200119300409
421,SIRET,54200119300235
421,SIRET,54200119300664
421,SIRET,54200119300276
421,SIRET,54200119300516
421,SIRET,54200119300193
422,SIREN,325446930
422,SIREN,325444693
422,SIRET,32544469300205
422,SIRET,32544469300221
422,SIRET,32544469300122
422,SIRET,32544469300130
422,SIRET,32544469300247
422,SIRET,32544469300239
422,SIRET,32544469300288
422,SIRET,32544469300270
423,SIREN,400011101
423,SIREN,261100028
423,SIRET,26110002800149
423,SIRET,26110002800024
423,SIRET,26110002800123
423,SIRET,26110002800040
423,SIRET,26110002800099
423,SIRET,26110002800107
423,SIRET,26110002800131
423,SIRET,26110002800156
424,SIREN,315999201
427,SIREN,572050169
428,SIREN,775678980
429,SIREN,440156081
431,SIREN,264901158
432,SIREN,434691192
433,SIREN,552022105
434,SIREN,572064145
436,SIREN,775667637
437,SIREN,525721189
438,SIREN,348552415
440,SIREN,347384570
441,SIREN,392327607
443,SIREN,493983431
443,SIRET,49398343100013
443,SIRET,49398343101029
444,SIREN,413691643
444,SIRET,41369164300022
446,SIREN,304497852
447,SIREN,308973239
448,SIREN,702011172
451,SIREN,552139677
452,SIREN,317442176
453,SIREN,428593230
453,SIRET,42859323000298
453,SIRET,42859323000355
453,SIRET,42859323000108
453,SIRET,42859323000082
453,SIRET,42859323000256
453,SIRET,42859323000157
453,SIRET,42859323000264
453,SIRET,42859323000116
453,SIRET,42859323000033
453,SIRET,42859323000025
453,SIRET,42859323000132
453,SIRET,42859323000314
453,SIRET,42859323000330
453,SIRET,42859323000322
453,SIRET,42859323000249
453,SIRET,42859323000124
453,SIRET,42859323000066
454,SIREN,451746077
455,SIREN,548202985
455,SIRET,54820298500022
457,SIREN,315000943
457,SIRET,31500094300417
457,SIRET,31500094300524
457,SIRET,31500094300433
457,SIRET,31500094300268
457,SIRET,31500094300227
457,SIRET,31500094300532
457,SIRET,31500094300482
457,SIRET,31500094300441
457,SIRET,31500094300318
457,SIRET,31500094300557
460,SIREN,552081739
462,SIREN,433900834
462,SIRET,43390083400014
463,SIREN,402293450
464,SIREN,317750818
466,SIREN,341737062
467,SIREN,955511217
469,SIREN,261600324
471,SIREN,424620227
475,SIREN,311799878
477,SIREN,263400285
485,SIREN,384711909
486,SIREN,087280061
487,SIREN,334028123
488,SIREN,517585154
490,SIREN,390398055
490,SIREN,056503097
490,SIREN,778115824
490,SIREN,756800322
490,SIREN,057802753
490,SIREN,552002917
490,SIREN,508102159
490,SIREN,302364211
490,SIREN,500168463
490,SIREN,572141885
490,SIREN,403104250
490,SIREN,562920470
490,SIREN,695680108
490,SIREN,320441108
490,SIREN,310818000
490,SIREN,855802369
490,SIRET,39039805500157
490,SIRET,05650309700018
490,SIRET,77811582401699
490,SIRET,75680032200130
490,SIRET,05780275300954
490,SIRET,55200291700532
490,SIRET,50810215900029
490,SIRET,30236421100276
490,SIRET,50016846300031
490,SIRET,57214188502180
490,SIRET,40310425000333
490,SIRET,56292047001413
490,SIRET,69568010801193
490,SIRET,32044110801545
490,SIRET,31081800000021
490,SIRET,85580236900816
490,SIREN,339105553
491,SIREN,348937012
497,SIREN,260600150
498,SIREN,200030153
498,SIRET,20003015300015
498,SIRET,20003015300031
498,SIRET,20003015300049
498,SIRET,20003015300056
498,SIRET,20003015300064
498,SIRET,20003015300023
498,SIRET,20003015300072
498,SIRET,20003015300080
498,SIRET,20003015300106
498,SIRET,20003015300114
498,SIRET,20003015300122
498,SIRET,20003015300130
498,SIRET,20003015300148
499,SIREN,372800227
500,SIREN,261800056
503,SIREN,260110218
505,SIREN,367801404
507,SIREN,262200090
508,SIREN,269710364
510,SIREN,410436158
510,SIRET,41043615800027
510,SIRET,41043615800035
510,SIRET,41043615800100
510,SIRET,41043615800118
510,SIRET,41043615800126
